INPerryMeridian;INPMH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
45;0.04;-0.06;1.90;-0.07;1.70;-0.02;0.33;0.60;1.43;0.94;;0.39;;0.37;0.41;;0.90;0.52;0.38;0.44;0.38;0.28;0.11;-0.08;4.94;0.98;4.33;-0.37;19.13;12.03;3.46;4.57;-0.92;0.85;0.97;25.04;2.84;37.46;31.05
71;0.33;0.01;3.52;0.51;4.44;0.49;0.47;0.71;2.12;0.89;;0.60;;1.02;0.46;;0.94;0.54;0.96;0.56;0.05;0.64;-0.07;-0.08;13.07;-0.09;11.45;1.72;36.28;12.82;9.61;1.24;12.62;1.09;2.80;52.16;3.71;75.30;73.81
135;0.00;-0.04;-0.34;3.11;2.83;0.21;0.33;0.68;0.05;0.80;;0.79;;0.23;0.72;;0.30;0.72;0.23;0.73;-0.15;0.07;-0.10;-0.01;7.74;0.34;7.82;-0.42;35.07;9.39;14.87;3.08;7.74;1.13;0.30;43.11;2.66;58.60;54.97
234;-0.03;0.63;0.29;3.46;4.06;0.17;0.25;0.68;-0.02;0.24;;0.68;;0.34;0.71;;0.17;0.73;0.41;0.70;0.10;0.33;0.28;0.10;13.35;0.39;6.83;6.13;30.48;10.01;17.86;4.36;-1.74;0.76;2.14;45.97;2.68;65.36;55.22
292;0.13;0.00;2.58;-0.03;2.68;0.21;0.35;0.69;-0.30;0.64;;0.76;;0.95;0.73;;0.59;0.69;0.95;0.74;0.06;-0.23;-0.01;0.01;9.37;0.11;8.60;0.67;23.52;13.97;4.98;5.04;-0.47;0.98;-1.10;31.79;3.65;49.30;44.14
829;-0.03;-0.10;1.88;-0.25;1.38;0.13;0.33;0.67;1.13;0.42;;0.29;;0.40;0.75;;0.51;0.40;0.40;0.72;0.28;0.08;0.12;0.19;1.17;1.32;1.00;-1.15;20.81;12.99;2.52;3.43;1.87;0.81;1.38;23.36;2.70;34.43;33.08
1018;-0.01;0.00;3.91;0.21;4.19;0.40;0.33;0.73;0.68;0.41;;0.75;;0.09;0.73;;0.37;0.73;0.09;0.72;0.30;0.56;-0.09;0.01;9.65;0.03;9.69;-0.07;22.52;8.34;8.87;4.47;0.84;0.95;2.82;34.98;2.64;54.67;51.63
1024;0.06;0.09;-0.48;5.92;5.56;0.23;0.36;0.71;0.99;1.00;;0.79;;-0.09;0.61;;0.94;0.78;-0.07;0.64;0.30;0.29;0.02;-0.08;9.72;-0.02;8.58;1.16;42.39;10.75;28.63;3.79;-0.78;0.71;1.05;53.16;3.01;78.07;66.11
1501;0.04;0.54;-0.84;4.79;4.46;0.32;0.34;0.50;0.29;0.57;;0.85;;0.31;0.73;;0.49;0.73;0.19;0.74;-0.13;0.33;0.06;0.12;14.79;-0.19;9.39;5.59;39.72;8.55;22.24;3.44;5.49;1.05;2.22;56.74;2.65;77.31;71.65
1529;-0.04;-0.04;5.81;0.22;6.03;0.42;0.41;0.71;1.56;0.79;;0.66;;0.18;0.71;;0.90;0.74;0.26;0.69;-0.18;0.63;-0.08;-0.13;8.54;0.02;9.12;-0.60;28.62;11.93;12.71;4.89;-0.90;0.92;2.53;39.69;3.30;66.77;58.39
1720;-0.03;0.09;0.80;0.66;1.49;0.17;0.34;0.71;-0.23;0.76;;0.57;;1.24;0.62;;0.69;0.64;1.27;0.65;0.60;-0.18;0.02;0.28;6.64;0.21;5.72;0.71;25.09;16.98;4.88;4.92;-1.68;0.87;0.52;32.25;3.97;46.83;43.35
1741;0.06;0.26;3.09;0.38;3.75;0.08;0.45;0.70;1.50;0.49;;0.73;;0.81;0.68;;0.51;0.71;0.69;0.69;0.10;-0.24;0.04;0.11;5.14;0.16;2.12;2.85;26.07;15.50;8.11;4.92;-2.46;0.82;-0.68;30.53;3.31;50.54;41.56
1747;0.05;0.43;0.42;3.56;4.49;0.41;0.30;0.60;0.87;0.24;;0.83;;-0.29;0.69;;0.51;0.74;-0.41;0.72;-0.09;0.55;-0.02;-0.09;10.94;1.25;5.10;4.60;32.00;8.30;18.66;5.35;-0.30;1.05;2.32;45.27;2.17;64.72;61.58
2197;-0.05;0.13;2.03;0.20;2.39;0.25;0.13;0.68;0.21;0.57;;0.20;;0.36;0.62;;0.35;0.37;0.23;0.62;0.30;0.24;-0.09;0.14;4.89;1.28;2.59;1.02;23.91;9.94;5.04;2.96;5.95;0.99;1.90;30.70;2.25;43.78;39.56
