Iowa;IACF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1775;0.51;0.07;4.92;0.55;6.11;0.61;0.51;0.66;;1.32;0.91;0.67;;0.07;0.80;0.15;1.05;0.74;-0.05;0.68;-0.09;-0.08;-0.07;0.05;9.15;0.61;5.33;3.21;35.77;12.76;12.59;6.19;4.22;1.52;-0.14;44.77;3.09;71.60;70.29
1810;-0.01;-0.07;1.46;-0.55;0.69;-0.19;0.23;0.62;;0.94;1.01;0.70;;-0.23;0.84;0.90;0.76;0.77;-0.24;0.78;0.13;0.45;0.14;0.08;1.20;1.18;0.73;-0.71;15.44;13.05;0.17;5.04;-2.82;0.82;2.63;19.27;2.68;28.14;19.29
1816;-0.03;0.04;-0.56;0.93;0.39;0.02;0.23;0.66;;0.63;0.86;0.54;;0.11;0.69;0.62;0.62;0.66;0.10;0.71;-0.01;0.62;-0.01;-0.07;6.62;0.89;5.52;0.21;14.23;11.01;3.54;1.00;-1.32;0.11;2.76;23.60;2.75;31.70;28.60
1825;-0.01;0.17;3.14;-0.68;2.63;-0.04;0.35;0.48;;1.12;0.67;0.81;;-0.18;0.97;0.65;0.95;0.70;-0.13;0.78;0.47;-0.01;0.00;0.25;9.36;-0.07;7.74;1.69;18.12;10.00;2.90;5.07;0.15;1.02;1.22;28.70;2.77;43.84;34.65
2164;0.07;-0.07;0.84;0.29;1.10;0.02;0.03;0.60;;0.05;0.08;0.45;;-0.11;0.48;1.06;0.09;0.34;0.15;0.63;0.17;-0.20;0.02;-0.09;4.81;1.07;4.13;-0.39;8.86;7.03;3.11;2.18;-3.45;0.21;-1.43;12.23;1.82;20.21;13.20
2175;0.09;0.00;0.87;0.15;1.17;0.12;0.11;0.76;;0.48;0.67;0.63;;1.42;0.03;0.99;0.39;0.69;1.28;0.30;-0.08;0.05;-0.07;-0.05;9.41;0.49;8.49;0.43;17.64;12.85;2.49;2.62;-0.33;0.50;0.00;27.05;3.42;39.26;32.21
2220;-0.01;-0.15;-0.57;0.50;-0.28;-0.08;0.09;0.47;;0.40;0.40;0.43;;0.03;0.40;0.82;0.47;0.42;-0.01;0.54;-0.16;0.54;0.05;0.28;7.04;0.17;8.38;-1.51;11.93;5.30;1.35;4.12;1.17;0.90;4.12;23.09;1.90;26.97;22.92
2410;-0.06;-0.07;2.47;0.68;2.87;0.06;0.13;0.63;;0.34;0.50;0.50;;-0.23;0.62;0.39;0.39;0.52;0.00;0.68;0.01;0.14;0.15;0.02;5.49;0.75;5.78;-1.04;24.06;8.20;8.36;5.16;2.33;1.19;0.81;30.36;2.22;44.89;34.38
2470;-0.01;0.00;-0.09;-0.10;-0.35;-0.06;0.39;0.64;;0.05;0.23;0.33;;0.50;0.32;0.03;0.17;0.39;0.48;0.43;0.01;0.25;0.15;0.08;1.54;-0.51;2.12;-0.07;10.51;9.47;-0.69;1.01;0.72;0.25;1.62;13.67;2.10;17.83;20.00
2512;-0.04;0.20;-0.30;3.13;3.13;0.26;0.18;0.71;;0.60;0.79;0.31;;0.26;0.65;1.15;0.79;0.53;0.23;0.67;-0.05;0.25;-0.14;0.18;9.61;0.86;6.97;1.78;35.67;11.21;15.07;0.94;8.45;0.75;2.17;47.44;2.94;64.57;57.49
2526;0.00;-0.12;1.01;0.55;1.28;0.01;0.48;0.75;;0.91;0.84;0.70;;0.07;0.64;0.71;0.80;0.75;-0.05;0.61;0.07;0.30;0.15;-0.08;4.76;0.46;5.50;-1.20;21.25;11.55;4.76;5.10;-0.17;1.01;1.11;27.12;2.86;38.27;36.85
2538;0.10;-0.14;-0.03;-0.01;-0.14;-0.14;0.07;0.72;;-0.12;0.80;0.74;;0.07;0.33;0.34;0.09;0.64;0.06;0.29;0.54;-0.02;0.05;-0.11;5.04;0.25;5.74;-0.94;5.02;6.07;-0.13;1.71;-2.63;0.17;-0.66;9.41;1.79;13.44;7.30
2705;-0.05;-0.11;0.51;0.58;0.86;-0.04;0.38;0.68;;0.36;0.65;0.72;;0.48;0.59;0.32;0.50;0.60;0.36;0.70;0.72;0.46;0.07;-0.03;6.93;0.37;7.89;-1.33;18.36;10.23;3.91;3.89;0.32;0.80;2.16;27.44;2.84;37.23;34.11
2883;0.00;0.06;0.72;3.01;3.45;0.30;0.45;0.75;;0.87;0.84;0.65;;0.14;0.81;0.70;0.83;0.74;0.15;0.73;-0.05;0.04;0.34;0.16;9.12;1.05;7.46;0.62;36.59;12.31;16.49;4.97;2.83;1.18;1.01;46.72;3.21;65.53;63.17
3018;-0.01;0.16;-0.45;-0.39;-0.73;-0.15;0.35;0.66;;0.65;0.75;0.74;;0.49;0.75;0.42;0.76;0.74;0.48;0.70;0.28;-0.09;0.05;-0.02;9.87;0.11;8.17;1.59;9.63;12.61;-2.86;2.29;-2.41;0.30;-0.52;18.98;3.34;25.03;22.34
3026;-0.01;0.11;0.19;1.22;1.58;-0.09;0.14;0.51;;0.94;0.76;-0.02;;-0.20;0.62;0.55;0.65;0.44;-0.17;0.74;0.58;0.05;-0.08;0.07;8.05;0.20;6.83;1.03;17.48;7.41;6.45;1.96;1.66;0.50;0.60;26.13;2.16;36.49;26.73
3067;-0.06;0.17;0.56;0.10;0.69;0.05;0.25;0.72;;0.16;0.66;0.88;;0.12;0.57;0.63;0.30;0.80;0.28;0.63;0.03;0.43;0.08;0.07;6.94;1.21;4.33;1.40;16.65;11.47;1.62;3.54;0.02;0.71;2.50;26.09;2.73;35.07;32.46
3081;-0.08;0.06;0.39;0.08;0.21;0.06;0.07;0.43;;0.26;0.42;0.43;;0.17;0.87;0.53;0.27;0.45;0.26;0.79;0.78;0.68;0.24;0.25;3.17;1.36;1.55;0.26;16.54;10.23;1.17;3.93;1.21;0.87;4.64;24.35;2.20;30.51;27.23
3130;0.01;0.16;0.79;2.02;2.72;0.19;0.35;0.51;;0.50;0.21;0.83;;-0.24;0.71;0.56;0.72;0.64;-0.23;0.67;-0.31;0.38;0.26;0.11;10.01;0.16;8.21;1.65;27.68;7.47;11.69;2.89;5.63;0.95;2.44;40.13;2.31;54.42;52.05
3184;-0.08;-0.06;0.59;1.31;1.77;0.06;0.24;0.67;;0.18;0.55;0.67;;-0.04;0.57;0.35;0.33;0.67;-0.01;0.65;0.39;0.07;0.00;0.04;5.81;0.19;6.60;-0.97;15.88;8.24;7.76;2.93;-3.04;0.38;0.52;22.22;2.31;33.52;28.31
3284;0.01;-0.12;0.79;2.89;3.63;0.30;0.59;0.74;;1.15;0.59;0.56;;0.50;0.80;0.61;0.93;0.68;0.49;0.75;0.70;0.26;-0.06;-0.06;9.69;-0.67;11.48;-1.12;36.41;12.18;16.01;6.56;1.66;1.42;1.00;47.10;3.59;67.41;66.50
3298;-0.05;-0.01;-0.79;-0.76;-1.59;-0.23;0.15;0.71;;0.47;0.34;0.70;;0.56;0.59;0.17;0.64;0.42;0.53;0.57;0.37;0.05;-0.02;-0.12;-2.87;0.40;-2.92;-0.35;10.67;15.82;-5.40;1.21;-0.95;0.18;-0.33;7.46;2.87;9.67;4.72
3630;-0.01;0.04;0.84;0.55;1.46;0.06;0.43;0.67;;1.00;1.00;0.68;;0.27;0.65;0.05;0.98;0.68;0.20;0.64;-0.10;0.34;-0.05;-0.11;9.46;-0.08;9.17;0.37;19.33;11.25;4.41;5.04;-1.37;0.92;1.13;29.93;3.17;42.42;39.95
3633;0.03;-0.02;3.01;0.08;3.28;-0.06;0.08;0.69;;-0.13;0.81;0.94;;0.32;0.81;1.04;0.02;0.86;0.26;0.76;-0.15;-0.30;-0.19;-0.08;8.42;0.59;7.92;-0.09;18.88;8.98;6.42;1.19;2.30;0.39;-1.86;25.44;2.59;42.17;25.55
3750;-0.07;0.28;-1.00;1.75;0.89;-0.05;0.18;0.57;;-0.09;0.71;0.66;;0.56;0.48;0.76;0.14;0.63;0.31;0.67;-0.06;-0.26;0.08;-0.05;4.48;-0.14;2.13;2.49;26.00;10.53;6.77;-1.00;9.70;0.45;-1.52;28.96;2.32;37.54;31.44
3883;0.00;-0.11;-0.36;1.16;0.69;-0.07;0.16;0.67;;1.02;0.91;0.59;;0.02;0.71;1.26;0.40;0.69;0.06;0.69;0.54;0.07;0.00;-0.13;5.87;0.57;6.41;-1.12;18.45;9.30;5.06;4.44;-0.35;0.86;-0.30;24.02;2.50;32.42;25.29
3928;0.05;0.08;2.59;0.25;3.04;0.23;0.35;0.68;;0.54;0.17;0.78;;-0.03;0.70;0.43;0.78;0.57;0.00;0.68;-0.15;-0.03;-0.07;0.04;4.06;1.81;1.22;1.02;25.53;12.94;6.42;5.19;0.98;1.10;0.05;29.64;2.71;45.91;42.44
4230;0.06;-0.08;1.88;0.84;2.57;0.06;0.33;0.60;;0.72;1.09;0.74;;0.11;0.78;0.79;0.66;0.82;0.12;0.67;-0.04;-0.20;0.14;-0.14;5.71;0.73;5.49;-0.52;22.63;11.63;7.99;4.20;-1.19;0.76;-1.68;26.66;2.88;41.87;34.57
4330;-0.03;-0.04;1.88;0.03;1.81;-0.02;0.39;0.71;;0.75;0.45;0.66;;0.04;0.55;1.03;0.84;0.51;0.00;0.61;0.57;-0.09;0.03;0.14;4.14;-0.28;4.96;-0.54;19.01;10.92;3.92;3.76;0.42;0.78;0.23;23.38;2.68;35.74;30.57
4536;-0.07;-0.12;2.19;0.40;2.50;0.07;0.54;0.75;;0.89;0.79;0.96;;0.40;0.81;1.14;0.75;0.84;0.33;0.80;-0.09;0.29;-0.09;-0.01;10.93;-0.18;12.63;-1.51;25.25;11.00;6.39;6.86;1.00;1.44;1.43;37.62;3.46;54.08;50.32
4646;0.00;0.11;0.95;1.14;2.17;0.13;0.27;0.70;;0.74;0.78;0.75;;-0.32;0.59;0.57;0.79;0.74;-0.34;0.60;-0.23;0.47;0.04;0.39;12.62;0.06;11.44;1.13;15.96;6.75;7.59;3.37;-1.76;0.56;4.28;32.86;2.49;45.86;41.41
4818;0.06;0.11;-0.29;1.89;1.76;0.01;0.35;0.68;;0.68;0.64;0.59;;-0.09;0.72;0.85;0.65;0.68;-0.02;0.73;-0.10;0.32;0.01;-0.11;8.23;0.90;5.97;1.36;27.71;10.62;8.86;2.10;6.14;0.83;1.09;37.03;2.72;49.33;44.36
5041;0.03;-0.16;0.91;0.18;1.08;-0.09;0.10;0.57;;-0.07;0.47;0.51;;0.28;0.62;1.26;-0.05;0.44;0.30;0.69;0.39;0.27;-0.12;0.06;2.26;1.05;2.59;-1.38;11.09;8.44;2.71;0.48;-0.55;0.06;1.65;15.00;1.95;23.24;14.66
5172;0.05;0.94;-0.30;5.56;5.97;0.16;0.46;0.76;;0.66;0.74;0.73;;-0.02;0.73;0.78;0.75;0.70;-0.09;0.70;-0.02;0.71;0.27;0.21;18.12;0.69;7.79;9.65;44.51;10.18;27.20;0.05;7.07;0.48;4.57;67.20;2.82;92.91;80.39
5306;0.01;0.13;-0.68;-0.37;-1.18;-0.06;0.15;0.71;;0.75;0.23;0.58;;-0.08;0.46;1.06;0.70;0.40;-0.07;0.52;0.51;0.16;0.28;0.15;2.36;1.55;-0.54;1.34;10.09;11.57;-3.20;3.84;-2.11;0.63;1.50;13.96;2.26;15.91;15.64
5308;0.00;0.30;0.61;0.22;1.04;0.11;-0.08;0.79;;-0.04;0.31;0.24;;0.44;0.64;0.09;-0.07;0.17;0.43;0.44;0.11;0.17;0.09;-0.01;4.86;-0.21;2.05;3.02;13.19;7.80;2.33;1.08;1.97;0.35;0.83;18.87;1.77;26.55;19.89
5442;0.10;0.13;-0.49;5.04;4.73;0.20;0.36;0.65;;0.94;0.25;0.76;;0.06;0.68;0.59;0.82;0.55;0.08;0.72;0.13;0.19;0.05;0.23;11.07;-0.12;9.38;1.81;36.16;9.46;24.24;2.40;0.07;0.48;2.09;49.33;2.83;71.20;61.47
5576;-0.02;0.10;0.20;1.36;1.58;0.05;0.46;0.67;;0.82;1.00;0.62;;0.21;0.73;1.05;0.85;0.76;0.14;0.78;0.40;-0.13;0.06;-0.10;4.25;-0.05;3.39;0.91;27.72;14.25;7.18;2.49;3.80;0.75;-1.16;30.81;3.19;43.71;41.35
5823;-0.01;-0.16;0.19;1.06;1.06;0.18;0.29;0.65;;0.52;0.60;0.59;;0.16;0.73;-0.04;0.47;0.66;0.16;0.72;0.20;0.00;0.02;0.17;8.05;0.21;9.48;-1.64;19.32;8.55;5.66;5.59;-0.47;1.09;0.86;28.24;2.66;38.19;38.55
5837;0.01;-0.02;1.50;0.40;1.73;-0.07;0.35;0.68;;0.78;0.41;0.77;;-0.25;0.82;0.71;0.70;0.63;-0.19;0.73;0.25;-0.08;0.15;-0.03;9.76;-0.14;10.10;-0.19;16.89;7.76;4.98;5.51;-1.36;1.01;-0.56;26.10;2.56;37.90;31.18
5906;-0.03;0.05;-0.38;-0.10;-0.34;-0.11;-0.04;0.47;;0.49;0.44;-0.04;;0.40;0.32;-0.37;0.38;0.24;0.23;0.21;0.28;-0.21;-0.11;0.05;3.93;0.25;3.27;0.41;2.87;5.97;-1.25;-0.26;-1.59;-0.16;-0.79;6.01;1.52;8.75;2.51
5935;-0.08;-0.10;0.62;-0.37;0.06;-0.09;0.18;0.71;;0.83;0.66;0.53;;-0.09;0.47;-0.06;0.48;0.46;-0.07;0.56;0.24;0.03;0.01;0.14;-0.17;2.35;-1.10;-1.41;11.24;11.28;-0.61;2.01;-1.45;0.31;0.83;11.90;2.15;17.45;13.13
6164;0.08;0.02;0.08;-1.00;-0.80;-0.09;0.25;0.72;;0.09;0.22;0.74;;0.35;0.69;1.05;0.26;0.68;0.40;0.75;0.32;0.05;-0.03;0.06;9.18;0.46;8.13;0.59;6.26;9.96;-4.84;1.43;-0.29;0.27;0.56;16.01;2.81;20.53;18.74
