MIStandishSterling;MISTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
5534;0.00;-0.03;-0.44;0.20;-0.25;0.00;0.12;0.56;0.35;0.62;0.58;0.51;;0.46;0.73;0.28;0.37;0.42;0.27;0.42;0.37;-0.32;-0.02;-0.01;4.86;1.00;4.16;-0.30;13.99;8.64;0.14;3.57;1.64;0.82;-1.68;17.17;2.14;21.75;19.56
5547;-0.01;0.01;0.34;0.18;0.54;-0.02;-0.04;0.42;-0.16;-0.07;0.35;0.35;;0.15;0.33;0.61;-0.22;0.41;0.14;0.43;0.04;0.33;-0.02;-0.03;2.81;0.10;2.64;0.07;10.78;4.96;1.55;2.71;1.56;0.65;1.47;15.06;1.26;19.88;13.76
5560;-0.01;-0.02;0.85;0.47;1.30;0.00;0.19;0.46;-0.72;0.75;0.57;0.64;;-0.16;0.87;0.45;0.18;0.68;0.03;0.76;-0.21;0.02;-0.01;-0.02;9.10;-0.01;9.34;-0.24;14.87;5.21;4.02;5.68;-0.05;1.13;0.04;24.01;1.98;33.01;27.78
5562;0.00;0.00;0.07;0.01;0.09;-0.01;0.18;0.81;0.50;0.17;0.80;0.85;;0.59;0.69;0.64;0.34;0.91;0.47;0.65;0.34;-0.11;-0.02;-0.01;5.36;0.39;5.01;-0.05;16.86;13.63;0.18;4.46;-1.40;0.80;-0.59;21.63;3.23;29.98;25.03
5575;-0.01;0.01;0.28;-0.50;-0.28;-0.01;0.29;0.47;0.46;0.68;0.17;0.53;;0.17;0.61;0.45;0.49;0.43;0.08;0.39;0.40;-0.11;0.07;-0.04;-0.51;-0.08;-0.51;0.08;7.73;10.18;-1.93;0.54;-1.06;0.04;-0.71;6.51;1.99;10.60;12.21
5661;-0.01;0.12;0.07;-0.17;0.03;0.00;0.12;0.29;0.29;0.00;-0.18;0.33;;-0.12;0.64;0.17;0.26;0.29;0.16;0.61;0.51;-0.31;-0.02;-0.04;3.63;0.79;1.68;1.17;9.68;7.62;-0.71;3.47;-0.70;0.65;-1.73;11.59;1.69;15.91;13.91
5703;-0.01;-0.04;-0.39;0.12;-0.30;0.00;0.14;0.70;-0.16;-0.01;0.31;0.87;;0.66;0.49;0.51;-0.08;0.68;0.44;0.59;0.28;0.09;-0.01;0.16;3.77;-0.47;4.68;-0.43;13.77;9.62;-0.16;2.32;1.99;0.60;1.25;18.79;2.39;23.83;21.70
5712;0.00;-0.03;1.63;-0.32;1.21;-0.02;0.21;0.78;0.38;0.16;0.16;0.36;;0.37;0.74;0.06;0.17;0.47;0.22;0.51;0.70;0.10;0.07;-0.02;0.90;1.31;-0.04;-0.37;18.07;12.16;1.67;3.49;0.74;0.75;0.42;19.39;2.43;29.23;23.24
6071;0.00;-0.02;0.39;-0.30;0.08;0.00;-0.17;0.46;0.45;0.37;0.33;-0.09;;-0.36;0.75;-0.06;0.22;0.02;-0.29;0.62;0.13;0.05;-0.01;-0.01;-2.31;0.78;-2.93;-0.16;7.67;7.24;-0.74;2.59;-1.42;0.42;0.18;5.55;1.15;8.68;1.95
6074;0.00;-0.01;-0.28;0.15;-0.10;0.00;-0.24;0.77;-0.09;-0.32;0.45;0.33;;0.03;0.04;0.90;-0.24;0.38;0.09;0.43;0.05;0.36;-0.03;-0.02;1.02;0.00;1.07;-0.04;9.84;6.91;0.18;1.07;1.67;0.33;1.70;12.56;1.49;15.96;7.75
6098;-0.01;-0.01;1.27;0.05;1.28;-0.01;0.11;0.74;-0.44;0.68;0.64;0.89;;0.58;0.37;0.52;0.26;0.95;0.29;0.47;0.36;0.11;0.02;0.01;8.01;0.59;7.59;-0.16;17.15;10.18;2.80;3.32;0.86;0.72;0.61;25.78;2.79;36.76;27.74
6121;0.08;0.08;0.19;0.13;0.51;-0.01;0.35;0.68;0.01;1.58;0.47;0.61;;0.75;0.67;0.30;0.53;0.63;0.63;0.60;-0.15;0.42;-0.03;-0.01;7.81;0.48;6.15;1.18;17.98;11.75;1.04;5.32;-0.13;1.06;2.02;27.81;2.96;36.83;34.67
6193;0.08;-0.01;0.85;0.05;0.99;-0.01;0.61;0.91;1.08;1.55;1.05;0.84;;-0.29;0.59;-0.23;1.47;0.89;-0.26;0.64;0.55;-0.13;-0.01;0.07;7.24;0.46;6.47;0.31;19.84;15.27;1.95;4.13;-1.52;0.72;-0.31;26.77;3.70;39.11;38.74
