PNWWestValley;WASPO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1595;0.00;0.00;0.56;0.25;0.73;0.00;0.36;0.58;1.39;0.55;;0.72;0.12;0.06;0.63;0.64;0.94;0.77;0.04;0.51;0.12;0.33;0.08;-0.01;2.83;0.57;2.28;-0.02;21.08;13.00;2.38;2.46;3.24;0.71;1.59;25.50;2.83;34.85;32.69
2147;0.00;0.00;0.67;0.38;1.09;0.00;0.42;0.84;1.03;0.90;;0.63;-0.07;-0.50;0.95;-0.53;0.96;0.72;-0.07;0.78;-0.12;0.45;-0.04;-0.01;9.79;0.16;9.64;-0.02;21.68;11.34;3.23;3.91;3.21;1.00;2.16;33.63;3.23;45.11;42.02
2148;0.00;0.00;1.57;-0.20;1.28;0.00;0.06;0.86;0.01;-0.06;;0.39;-0.03;-0.15;0.31;0.04;0.00;0.62;-0.04;0.14;-0.13;-0.06;0.08;0.00;5.90;0.60;5.32;-0.02;9.35;5.22;2.14;1.22;0.77;0.29;-0.34;14.92;1.58;22.86;16.18
2149;-0.01;0.00;0.32;-0.11;0.22;0.00;0.23;0.73;0.31;0.53;;0.36;0.04;-0.05;0.20;0.59;0.36;0.43;0.13;0.65;0.15;0.04;-0.01;-0.01;9.48;0.32;9.20;-0.05;8.14;6.92;0.11;2.41;-1.31;0.40;0.12;17.73;2.31;24.18;22.26
2923;0.00;0.00;-0.45;1.42;0.96;0.00;-0.16;0.85;0.18;-0.05;;-0.13;-0.03;-0.07;0.20;-0.09;0.16;0.00;-0.09;0.09;0.12;0.12;0.01;-0.03;8.07;0.74;7.35;-0.02;5.48;1.36;6.22;-1.45;-0.65;-0.33;0.47;14.02;1.01;19.54;10.83
2926;0.00;0.00;0.05;-0.05;0.04;0.00;0.01;0.33;-0.12;0.08;;0.47;-0.43;0.20;0.74;0.48;0.01;0.37;-0.04;0.68;0.27;-0.08;-0.04;-0.01;5.13;-0.20;5.35;-0.02;9.10;4.05;-0.14;3.46;1.72;0.81;-0.42;13.81;1.34;17.29;13.98
2944;-0.01;0.00;0.48;0.32;0.83;0.00;0.19;-0.20;0.28;0.23;;1.00;0.41;0.55;1.30;0.72;0.06;0.79;0.47;1.09;0.04;0.23;-0.03;0.00;5.23;0.44;4.82;-0.03;16.68;8.63;2.55;3.72;1.77;0.86;1.17;23.08;2.21;31.18;26.90
3220;0.00;0.00;0.12;0.32;0.45;0.00;-0.17;0.38;0.03;-0.16;;0.93;-0.41;-0.29;0.59;0.15;0.10;0.89;-0.21;0.50;0.35;0.51;0.00;-0.02;7.75;0.51;7.22;0.02;7.07;4.75;1.83;2.07;-1.59;0.31;2.47;17.29;1.67;22.87;13.80
3221;-0.01;0.00;-0.27;-0.14;-0.49;0.00;0.08;0.37;-0.01;-0.14;;0.26;1.38;0.06;0.39;-0.04;-0.10;0.23;0.52;0.42;-0.04;0.27;0.07;-0.03;0.49;0.18;0.37;-0.06;6.93;7.02;-1.23;0.88;0.25;0.19;1.21;8.63;1.44;10.71;10.26
3575;0.00;0.00;0.35;0.12;0.48;0.00;-0.04;0.50;0.05;0.26;;0.09;0.14;-0.16;-0.13;0.90;-0.01;0.06;-0.02;0.00;0.39;0.00;-0.02;0.06;0.28;1.71;-1.41;-0.02;3.58;3.33;1.27;-0.29;-0.73;-0.11;0.32;4.18;0.53;7.00;3.31
3586;-0.01;0.00;0.34;-0.08;0.17;0.00;0.11;0.17;0.50;-0.38;;0.59;0.07;-0.19;0.64;0.72;0.15;0.47;0.04;0.82;0.17;0.21;0.08;0.00;4.98;0.82;4.22;-0.06;6.07;6.09;0.28;-0.25;-0.04;-0.05;1.06;12.11;1.64;16.75;14.21
