PCHAlbany;GAALB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1002;-0.02;0.00;1.13;-0.10;1.07;0.04;0.22;0.62;-0.25;0.74;0.50;0.57;-0.96;0.53;0.09;0.37;0.61;0.54;0.04;0.49;0.04;-0.08;-0.06;-0.03;6.21;1.14;5.15;-0.08;12.67;8.95;1.76;1.96;0.00;0.39;-0.57;18.31;2.30;27.43;23.80
1261;-0.01;0.00;3.61;-0.06;3.60;0.05;0.58;0.79;1.75;1.51;0.51;0.79;0.40;0.42;1.01;0.72;1.32;0.68;0.63;0.86;-0.07;0.40;-0.06;-0.03;9.89;-0.11;10.03;-0.03;29.11;16.35;6.93;5.83;0.00;1.17;1.85;40.85;4.27;62.79;53.71
1648;-0.01;0.00;4.96;-0.13;4.68;0.14;0.41;0.71;1.54;0.90;0.32;0.64;-0.30;0.13;0.62;0.93;1.18;0.62;0.17;0.78;0.20;0.04;0.15;-0.07;7.74;0.40;7.39;-0.05;28.40;13.56;9.28;5.55;0.00;1.11;-0.13;36.01;3.45;59.25;47.62
3091;-0.01;0.00;0.22;-0.03;-0.06;-0.03;0.38;0.44;-0.82;0.37;0.50;0.78;0.13;1.33;0.61;0.98;0.27;0.74;0.79;0.86;0.06;0.25;0.25;-0.03;10.61;0.39;10.26;-0.03;16.42;10.37;0.29;5.76;0.00;1.15;1.08;28.11;3.10;35.66;34.97
3329;0.09;0.00;1.96;0.03;1.92;0.03;0.33;0.71;-0.45;0.51;1.35;0.89;0.61;0.34;0.88;0.76;0.39;0.82;0.49;0.82;0.70;0.40;0.15;0.05;8.69;0.28;7.97;0.44;19.95;12.21;4.04;3.70;0.00;0.74;2.22;30.85;3.24;44.96;38.16
3344;-0.01;0.00;-0.03;-0.11;-0.20;-0.02;-0.17;0.62;0.31;0.14;-0.10;0.46;0.01;0.02;-0.15;0.63;0.20;0.55;0.12;0.21;0.58;-0.01;0.04;0.10;1.27;0.54;0.79;-0.06;8.57;8.11;-0.61;1.07;0.00;0.21;0.47;10.31;1.70;13.94;6.31
3581;0.08;0.00;1.46;0.12;1.53;0.04;0.54;0.74;2.52;1.31;0.58;0.87;0.87;0.51;0.40;0.75;1.31;0.69;0.47;0.51;0.00;0.57;0.13;-0.03;6.80;1.04;5.39;0.38;24.66;15.88;3.51;5.27;0.00;1.05;2.70;34.17;3.71;48.23;46.12
3600;-0.01;0.00;1.21;0.20;1.42;0.14;-0.03;0.55;0.72;-0.19;0.80;0.16;0.04;0.30;0.13;0.61;0.00;0.30;0.48;0.42;0.22;-0.12;-0.02;0.03;5.69;0.49;5.24;-0.04;10.42;6.09;3.39;0.94;0.00;0.19;-0.45;15.66;1.74;24.44;18.66
3635;-0.01;0.00;-0.51;0.01;-0.45;0.05;0.24;0.51;1.36;0.40;0.73;0.49;1.66;0.61;0.44;0.53;0.70;0.61;0.90;0.51;-0.04;0.28;-0.06;-0.03;1.55;1.53;0.07;-0.04;19.37;16.15;-0.95;4.17;0.00;0.83;1.21;22.13;3.24;28.83;28.14
4026;-0.01;0.00;0.62;0.01;0.61;-0.05;0.25;0.66;0.91;0.45;0.99;0.82;-0.11;0.63;0.83;0.64;0.56;0.71;0.03;0.70;-0.32;-0.06;0.01;0.00;7.41;0.90;6.55;-0.03;14.97;10.00;1.28;3.69;0.00;0.74;-0.28;22.09;2.65;30.63;25.91
