Ventura;CAVE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1388;0.00;0.00;3.99;0.04;4.00;0.12;0.47;0.70;0.14;1.29;0.90;0.84;;0.41;0.72;0.89;0.77;0.91;0.63;0.65;-0.12;0.18;0.02;0.12;11.48;0.17;11.32;-0.01;24.94;12.64;8.16;3.91;0.24;0.80;1.47;37.89;3.66;59.55;50.30
1515;0.00;-0.01;-0.09;-0.06;-0.23;-0.06;0.34;0.69;0.32;0.06;0.67;0.37;;0.07;0.59;0.36;0.21;0.65;0.50;0.60;-0.35;-0.15;0.07;0.00;9.97;0.09;9.97;-0.09;12.86;8.27;-0.47;4.92;0.15;0.99;-0.77;22.07;2.65;27.98;27.53
1538;-0.04;0.34;-0.08;4.03;4.35;0.12;0.14;0.72;0.42;0.46;0.39;0.66;;0.14;0.40;0.85;0.58;0.84;0.12;0.52;-0.05;0.27;-0.10;0.05;2.60;0.64;-1.26;3.22;38.59;14.53;20.00;2.87;1.20;0.65;1.58;42.77;2.78;63.32;48.49
1572;-0.01;0.10;-0.12;1.40;1.41;-0.01;-0.04;0.43;-0.65;0.20;0.35;0.23;;0.54;0.83;0.19;-0.08;0.34;0.44;0.81;0.24;0.33;-0.04;0.00;1.09;0.19;-0.07;0.97;23.34;9.78;6.77;1.01;5.78;0.59;1.64;26.07;1.95;35.36;25.01
1868;0.03;0.05;0.85;0.25;1.28;0.02;0.29;0.71;1.08;0.72;0.62;0.80;;0.79;0.69;1.04;0.71;0.62;0.66;0.68;0.14;0.10;-0.10;0.13;2.92;1.04;1.23;0.65;23.10;16.30;2.96;2.97;0.87;0.65;1.14;27.16;3.38;39.63;33.42
2339;-0.01;-0.14;0.18;0.51;0.24;-0.07;0.20;0.60;0.34;0.30;0.53;0.72;;0.11;0.53;0.59;0.31;0.77;0.19;0.61;-0.03;-0.09;0.31;-0.04;7.50;0.26;8.69;-1.45;14.06;8.08;2.92;5.70;-2.64;0.96;-0.65;20.91;2.48;27.86;23.14
2404;0.05;0.01;-0.31;0.24;0.09;-0.06;0.06;0.54;1.07;0.20;1.08;-0.08;;0.39;0.49;-0.11;0.40;0.32;0.45;0.36;-0.20;-0.06;-0.10;-0.06;6.09;0.44;5.31;0.34;8.11;7.73;0.57;0.13;-0.32;0.00;-0.57;13.63;2.08;19.09;13.26
2429;0.00;-0.11;-0.03;0.10;-0.13;-0.04;0.10;0.50;0.22;0.39;0.25;0.38;;0.27;0.75;-0.26;0.26;0.46;0.09;0.74;0.94;0.04;0.08;-0.02;2.62;0.37;3.38;-1.13;11.16;8.54;0.41;2.02;0.20;0.42;0.11;13.89;2.05;18.60;14.87
2659;0.00;-0.02;1.06;-0.15;0.77;-0.08;0.15;0.70;0.10;0.59;-0.05;0.88;;0.42;0.87;0.07;0.54;0.70;0.20;0.81;0.44;-0.03;0.11;-0.04;8.05;0.65;7.63;-0.23;17.59;10.95;1.36;3.83;1.45;0.86;-0.33;25.32;2.95;35.12;26.25
3027;-0.05;0.01;-0.18;-0.13;-0.52;-0.12;0.16;0.69;-0.18;0.50;-0.12;0.72;;0.18;0.43;0.52;0.33;0.59;0.06;0.47;0.65;0.74;0.17;-0.05;1.23;0.04;1.32;-0.12;9.33;10.10;-1.03;2.12;-1.86;0.30;3.45;14.02;2.15;17.76;14.12
3120;-0.04;0.10;0.11;-0.13;-0.06;-0.06;0.00;0.63;0.36;-0.10;0.72;0.12;;0.31;0.41;2.45;-0.08;0.19;0.20;0.48;0.14;0.01;0.10;-0.09;3.31;0.65;1.90;0.76;8.91;6.12;-0.44;0.94;2.28;0.34;-0.42;11.80;1.41;15.15;10.13
3309;0.03;0.52;0.41;1.68;2.65;0.18;0.41;0.71;0.87;0.57;0.95;0.68;;-0.13;0.75;1.04;0.76;0.71;0.00;0.74;-0.11;0.26;-0.01;0.20;10.91;0.47;5.05;5.39;27.61;12.04;9.21;5.02;1.34;1.09;2.35;40.87;2.91;56.44;53.55
3328;-0.01;-0.02;0.92;-0.12;0.79;-0.01;0.21;0.70;0.51;0.82;0.99;0.91;;0.11;0.73;1.02;0.50;0.64;-0.03;0.73;0.35;0.19;0.00;-0.06;2.21;1.10;1.30;-0.19;16.29;12.00;1.26;2.33;0.69;0.51;0.67;19.16;2.53;27.95;23.03
3512;0.04;0.14;1.76;0.56;2.56;0.29;0.43;0.69;1.06;1.04;1.22;0.64;;0.67;0.77;0.70;0.88;0.61;0.53;0.72;0.11;0.04;-0.06;0.01;9.28;0.07;7.60;1.61;29.27;13.43;6.30;3.10;6.44;1.05;0.28;38.83;3.45;55.44;54.53
3863;0.05;-0.01;0.41;0.16;0.60;-0.05;0.23;0.67;0.68;0.23;0.98;0.61;;0.39;0.47;0.57;0.39;0.73;0.27;0.51;0.12;-0.20;0.00;-0.07;8.73;-0.08;8.72;0.09;20.61;8.53;1.63;0.74;9.72;0.80;-1.34;28.00;2.58;36.32;31.22
3925;-0.02;0.04;0.42;0.68;0.94;0.05;0.33;0.70;1.21;0.92;0.89;0.58;;-0.08;0.54;1.57;0.91;0.52;-0.06;0.62;0.13;0.10;0.19;-0.08;5.96;0.39;5.22;0.34;18.55;10.82;4.26;3.45;0.02;0.69;0.10;24.61;2.69;34.26;32.41
3993;0.01;0.03;-0.25;-0.28;-0.47;-0.02;0.09;0.68;0.46;0.26;-0.33;0.39;;-0.04;0.61;-0.55;0.32;0.29;0.31;0.45;-0.25;0.34;-0.02;0.06;6.56;1.15;5.08;0.34;5.88;7.75;-1.92;0.45;-0.40;0.06;1.96;14.40;2.06;18.06;15.76
4486;-0.01;-0.13;2.01;-0.16;1.68;0.07;0.43;0.69;1.30;1.38;0.45;0.66;;-0.18;0.72;0.38;1.16;0.65;-0.05;0.74;-0.02;-0.02;0.02;0.22;10.54;0.42;11.48;-1.37;19.21;10.27;3.19;5.12;0.62;1.07;1.01;30.75;3.20;44.00;41.11
4501;0.01;0.04;0.45;1.91;2.34;0.01;0.15;0.69;0.01;0.49;-0.01;0.39;;-0.31;0.69;0.33;0.22;0.62;-0.29;0.70;-0.23;0.10;0.07;-0.02;3.02;0.79;1.83;0.40;23.16;8.80;10.46;4.92;-1.02;0.92;0.41;26.59;1.94;38.76;29.84
4711;0.04;-0.01;0.79;0.36;1.03;0.00;0.32;0.69;0.50;0.26;-0.23;0.66;;0.84;0.64;1.43;0.35;0.54;0.89;0.62;0.22;0.30;0.15;0.00;8.80;-0.31;9.03;0.08;18.59;10.97;3.39;4.62;-0.39;0.90;1.52;28.92;3.10;39.88;35.30
4964;0.02;-0.02;0.35;-0.15;0.29;-0.08;0.09;0.61;0.93;-0.21;0.77;0.93;;0.18;0.59;1.25;0.11;0.67;0.29;0.60;0.52;0.13;-0.09;0.15;4.19;1.00;3.26;-0.07;12.05;9.75;-0.08;2.32;0.05;0.47;1.41;17.64;2.28;24.23;17.41
5452;0.01;-0.02;0.06;0.33;0.44;-0.05;0.19;0.69;0.38;-0.02;0.81;0.43;;0.13;0.29;-0.78;0.20;0.52;0.15;0.39;0.12;-0.29;-0.06;-0.08;3.66;0.49;3.29;-0.12;12.29;8.11;1.78;3.24;-0.83;0.59;-1.85;14.11;1.95;20.35;16.69
5522;-0.05;0.12;0.29;-0.18;0.15;-0.03;0.21;0.69;0.67;0.29;0.55;0.02;;-0.05;0.46;0.50;0.29;0.43;-0.06;0.59;0.11;0.32;0.03;-0.03;4.65;1.16;2.53;0.95;12.51;8.42;-0.33;2.25;2.17;0.60;1.46;18.62;1.94;23.93;22.08
5678;0.00;-0.08;-0.73;0.19;-0.53;-0.04;0.23;0.70;0.00;-0.23;1.17;0.82;;0.20;0.68;1.16;-0.19;0.79;0.35;0.69;0.57;0.13;-0.10;-0.04;3.30;0.19;3.92;-0.81;9.50;9.69;-0.54;0.13;0.22;0.04;0.45;13.25;2.33;17.41;16.85
5765;-0.04;-0.08;0.02;0.29;0.12;-0.13;0.20;0.62;0.38;0.77;1.08;0.04;;0.52;0.30;0.63;0.62;0.00;0.39;0.32;0.21;0.10;0.06;0.03;2.90;1.11;2.80;-1.02;11.78;8.32;1.50;0.96;1.00;0.26;0.66;15.34;1.94;20.58;16.18
5802;-0.05;0.06;3.33;0.14;3.36;0.38;0.38;0.69;0.43;0.18;2.34;0.54;;1.36;0.79;1.29;0.31;0.66;0.58;0.79;0.09;0.89;0.12;0.09;9.96;0.53;9.08;0.34;23.09;10.61;7.34;5.29;-0.15;1.05;4.92;37.96;3.03;56.05;55.18
5818;0.04;0.11;0.05;2.30;2.41;0.15;0.21;0.59;1.54;0.77;0.68;0.30;;-0.15;0.48;0.35;0.94;0.49;-0.12;0.55;-0.16;0.63;0.10;0.20;7.46;0.16;6.02;1.28;24.92;9.24;11.62;4.44;-0.39;0.86;4.13;36.51;2.45;50.15;44.47
5839;-0.01;-0.04;-0.36;2.61;2.10;0.12;0.07;0.70;0.50;-0.14;0.36;0.01;;-0.01;0.68;0.85;0.20;0.32;-0.10;0.70;0.15;0.63;0.11;-0.10;7.33;0.42;7.31;-0.39;26.78;5.38;12.33;0.85;8.21;0.72;2.65;36.76;1.81;47.85;41.09
5849;-0.04;-0.03;0.08;0.09;0.07;0.06;-0.15;0.69;-0.57;-0.46;-1.20;0.41;;-0.40;0.55;-0.52;-0.23;0.36;-0.35;0.45;0.02;-0.24;0.04;-0.04;3.84;-0.14;4.45;-0.47;4.15;2.45;0.63;0.43;0.65;0.13;-1.42;6.57;0.93;9.12;5.03
6060;-0.05;0.03;1.75;-0.26;1.46;-0.04;0.20;0.68;0.36;0.11;0.43;0.84;;0.53;0.73;1.97;0.42;0.77;0.20;0.80;0.83;0.41;0.01;0.09;10.43;-0.13;10.52;0.04;17.02;9.05;2.21;4.80;0.96;1.02;2.49;29.93;2.86;41.65;32.99
