MISouthfield;MISOU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1188;0.00;-0.01;0.80;-0.17;0.53;-0.01;0.02;0.74;;0.31;0.38;-0.25;-0.31;-0.27;0.72;0.62;0.19;0.18;-0.20;0.83;-0.22;0.92;0.10;0.38;1.90;1.01;1.04;-0.15;11.30;7.77;0.78;2.23;0.51;0.48;6.47;19.67;1.66;25.46;19.93
1481;0.00;-0.02;2.23;0.01;1.97;-0.02;0.27;0.70;;0.99;1.02;0.95;0.67;-0.08;0.81;0.59;0.78;0.88;0.09;0.79;-0.05;0.23;0.26;0.03;8.58;0.49;8.24;-0.15;18.89;11.43;4.51;2.62;0.33;0.55;1.30;28.77;3.11;42.71;33.79
1701;0.00;0.00;-0.28;0.51;0.22;-0.02;0.48;0.51;;1.54;0.82;-0.10;-0.11;0.67;1.04;0.92;1.54;0.58;0.46;0.80;0.85;0.16;0.01;0.02;4.51;1.65;2.86;0.00;23.43;17.45;1.98;2.77;1.23;0.64;0.94;28.88;3.78;39.00;38.05
2048;0.00;-0.01;-0.78;0.29;-0.71;-0.01;-0.02;0.44;;-0.14;0.60;0.68;0.61;-0.12;0.91;0.60;-0.11;0.59;0.26;0.68;1.18;0.11;0.22;0.13;-0.24;0.24;-0.42;-0.05;11.56;10.07;-0.09;2.20;-0.62;0.40;1.20;12.52;1.97;15.22;11.90
2832;0.00;0.00;1.13;-0.05;1.00;0.00;0.32;0.76;;-0.05;0.74;0.66;1.84;0.39;0.86;0.00;0.17;0.68;0.51;0.48;0.50;0.46;0.08;0.01;6.64;0.41;6.19;0.04;19.15;11.86;1.99;6.47;-1.17;1.22;2.39;28.18;2.99;38.79;34.68
2960;0.00;-0.01;-0.69;1.46;0.85;-0.01;0.14;0.53;;0.11;0.96;1.14;1.05;0.14;0.89;0.74;0.22;0.95;0.29;0.74;0.16;0.56;-0.09;0.11;10.37;-0.14;10.61;-0.10;16.68;8.84;5.92;2.07;-0.15;0.40;3.32;30.37;2.83;40.10;32.84
3175;0.00;-0.02;-0.26;0.54;0.11;-0.01;-0.31;0.29;;-0.06;0.06;0.73;-0.78;-0.19;0.13;0.84;-0.16;0.27;0.10;0.43;0.37;0.74;0.15;0.36;0.33;1.41;-0.93;-0.15;6.29;4.84;2.18;0.74;-1.46;0.05;5.50;12.12;0.87;14.65;5.79
3322;0.00;0.00;0.30;0.48;0.65;-0.01;-0.11;0.71;;0.46;0.40;0.44;-1.60;-0.40;0.63;-0.07;0.38;0.51;-0.25;0.49;0.30;0.26;0.12;0.14;-0.37;0.63;-1.01;0.01;13.48;9.76;2.98;0.87;-0.13;0.17;2.00;15.11;1.85;21.78;12.64
3538;0.00;-0.01;1.70;0.10;1.64;-0.02;0.42;0.54;;0.33;0.59;0.82;0.56;0.49;1.08;1.16;0.64;0.77;0.53;0.89;0.23;0.32;0.15;-0.02;8.35;0.74;7.71;-0.10;22.88;12.68;3.91;4.68;1.61;1.04;1.50;32.74;3.31;46.12;40.75
3548;0.00;-0.01;1.36;-0.15;1.18;0.00;0.49;0.71;;1.13;0.73;0.83;1.96;-0.01;0.81;1.05;0.93;0.79;0.06;0.67;-0.02;0.72;0.02;-0.14;8.03;0.22;7.92;-0.10;18.89;11.47;1.97;6.82;-1.37;1.27;2.90;29.83;3.09;41.23;39.48
3604;0.00;-0.01;3.66;-0.16;3.45;-0.01;0.41;0.39;;1.39;0.78;0.74;1.17;-0.29;0.72;0.63;0.91;0.75;0.07;0.72;0.03;0.57;0.05;0.14;9.60;0.28;9.39;-0.07;25.30;9.39;6.54;4.93;4.43;1.28;3.58;38.48;2.82;56.29;46.45
3632;0.00;-0.01;-0.19;-0.15;-0.22;-0.01;0.07;0.48;;-0.08;0.16;1.37;0.26;0.40;0.37;0.36;0.01;0.34;0.31;0.35;-0.03;-0.20;-0.13;-0.11;-2.46;0.83;-3.24;-0.05;10.07;8.80;-1.13;1.14;1.26;0.31;-1.58;6.03;1.44;8.95;7.19
3658;0.00;-0.01;0.96;0.13;0.95;-0.01;-0.05;0.59;;0.70;0.56;-0.14;-0.22;-0.27;0.06;0.88;0.24;0.57;-0.42;0.36;1.10;0.18;0.12;-0.01;4.30;0.45;3.93;-0.08;8.18;5.44;2.55;1.73;-1.54;0.24;0.84;13.32;1.48;19.99;12.05
3668;0.00;0.00;0.72;0.08;0.73;0.00;0.73;0.87;;1.00;1.07;1.05;-0.15;0.28;1.16;0.47;1.16;1.06;0.24;0.97;-0.07;0.44;0.06;-0.09;8.04;0.87;7.21;-0.05;24.82;17.85;1.83;4.34;0.80;0.92;1.75;34.61;4.29;47.64;49.24
4327;0.00;-0.02;-0.32;0.47;0.16;-0.01;-0.03;0.59;;0.32;0.24;0.79;-1.41;0.27;0.64;0.30;0.25;0.49;0.04;0.71;0.21;0.22;-0.04;0.04;7.83;0.61;7.39;-0.17;9.26;6.16;1.69;0.81;0.60;0.20;1.30;18.39;1.97;23.83;17.51
4680;0.00;-0.01;-0.18;0.20;0.14;-0.01;0.67;0.75;;1.58;1.17;0.63;-2.05;0.80;0.87;0.84;1.38;0.99;0.55;0.87;-0.18;0.08;-0.13;0.04;8.57;0.11;8.54;-0.07;24.40;18.78;0.64;4.09;0.87;0.88;0.61;33.58;4.61;45.56;46.84
4758;0.00;0.01;0.15;-0.10;-0.08;0.08;0.01;0.42;;0.22;0.26;0.64;0.27;0.12;0.23;0.86;0.35;0.28;-0.04;0.34;0.24;-0.03;0.13;-0.19;0.65;0.03;0.56;0.06;9.10;7.20;-0.22;2.06;0.06;0.42;-1.12;8.64;1.50;12.12;10.92
4768;0.00;-0.01;-0.34;-0.13;-0.59;-0.01;0.09;0.33;;0.34;0.95;-0.01;2.02;0.08;0.22;0.64;0.26;0.35;0.14;0.37;0.17;0.91;0.11;0.13;0.08;-0.11;0.32;-0.13;6.39;6.53;-1.34;2.45;-1.27;0.41;5.21;11.67;1.34;13.16;13.18
4854;0.00;-0.01;0.16;-0.15;-0.07;-0.01;-0.03;0.73;;0.23;0.09;0.06;0.36;0.07;-0.03;0.40;0.23;-0.04;0.14;0.07;0.23;0.68;0.07;0.02;6.50;0.63;5.97;-0.10;1.85;2.14;-0.44;1.24;-1.10;0.17;3.46;11.81;1.03;14.15;11.06
5014;0.00;-0.01;-0.08;-0.07;-0.07;0.00;0.17;0.62;;-0.17;0.71;0.74;1.00;0.21;0.59;0.72;-0.16;0.72;0.43;0.73;0.15;0.08;-0.09;-0.18;1.89;-0.81;2.77;-0.07;13.88;9.96;-0.52;4.74;-0.29;0.93;-0.51;15.27;2.27;20.73;18.70
5167;0.00;0.00;1.95;0.12;1.98;0.08;0.18;0.82;;0.14;0.77;0.78;-0.18;0.86;0.69;0.50;0.26;0.87;0.50;0.78;0.04;-0.10;0.08;0.18;7.80;0.29;7.56;-0.05;20.30;12.14;4.48;3.47;0.22;0.71;0.39;28.49;3.18;42.62;34.17
5478;0.00;0.08;0.58;0.35;0.86;-0.01;0.17;0.72;;0.06;0.36;-0.09;0.72;0.84;0.15;0.18;-0.03;0.15;0.50;0.19;0.64;0.24;0.15;0.15;6.24;-0.18;5.60;0.83;10.75;6.72;2.90;1.20;-0.07;0.24;1.94;18.94;1.90;26.38;21.95
5498;0.00;0.01;0.45;0.13;0.61;0.01;-0.03;0.44;;0.22;0.30;-0.21;1.20;0.21;0.38;0.71;0.41;-0.08;0.22;0.38;-0.12;0.19;-0.03;-0.18;1.75;0.28;1.41;0.06;9.14;6.66;1.53;1.45;-0.50;0.26;0.04;10.93;1.47;16.52;10.46
5577;0.00;-0.01;0.29;-0.11;0.21;-0.01;0.10;0.63;;0.09;0.60;0.49;0.20;0.60;0.58;0.94;-0.20;0.58;0.31;0.60;0.04;0.03;-0.04;0.13;5.25;0.71;4.61;-0.06;9.08;7.31;0.02;1.54;0.21;0.32;0.84;15.17;1.92;20.65;17.06
5619;0.00;-0.01;-0.19;-0.16;-0.31;0.00;0.07;0.66;;-0.06;0.25;0.48;2.08;-0.19;0.09;0.34;0.12;0.55;-0.09;0.12;0.20;-0.02;-0.05;-0.05;-1.74;-0.22;-1.45;-0.08;8.61;9.37;-1.19;1.56;-1.13;0.24;-0.38;6.49;1.73;9.85;7.82
5756;0.00;-0.01;0.20;0.52;0.37;0.00;0.11;0.71;;-0.01;0.37;0.11;0.02;0.81;0.21;0.60;0.15;0.42;0.72;0.46;1.22;-0.28;0.35;0.09;3.78;0.44;3.41;-0.07;18.78;10.98;3.02;2.53;2.25;0.66;-0.95;21.62;2.54;29.12;23.79
5843;0.00;0.01;0.32;-0.14;0.33;0.00;0.43;0.81;;-0.14;0.81;0.78;-0.66;1.02;1.00;0.71;0.19;0.76;1.09;0.91;-0.36;0.16;-0.14;0.30;9.88;0.15;9.61;0.12;18.24;13.65;-0.08;3.15;1.51;0.73;2.31;30.43;3.69;40.70;39.21
5901;0.00;0.00;0.43;-0.13;0.05;0.01;0.04;0.68;;0.50;0.24;0.48;0.99;0.11;0.71;0.66;0.28;0.50;0.15;0.75;0.60;0.08;0.25;-0.11;9.78;-0.13;9.90;0.02;8.06;7.51;0.20;1.00;-0.65;0.16;-0.17;17.68;2.49;24.05;18.55
5915;0.00;0.09;-0.21;0.19;0.12;0.01;0.19;0.62;;0.32;0.10;0.87;-0.49;-0.13;0.43;0.76;0.40;0.40;-0.11;0.42;0.02;0.13;-0.05;-0.16;7.07;0.82;5.41;0.85;10.06;6.81;0.54;0.64;2.07;0.27;-0.17;16.96;1.90;22.09;20.87
