MILansing;MILAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
5222;0.09;0.03;-0.79;0.88;0.07;-0.07;0.28;0.62;;0.25;0.28;0.57;;0.62;0.36;;0.24;0.47;0.74;0.51;0.58;0.05;0.14;0.14;8.68;0.59;7.30;0.79;15.96;9.29;2.84;4.06;-0.23;0.80;0.95;25.59;2.59;32.29;29.49
5227;-0.04;-0.09;0.04;0.31;0.36;-0.02;0.12;0.38;;-0.11;0.87;0.69;;0.28;0.78;;-0.05;0.77;0.46;0.71;0.04;-0.20;-0.13;-0.07;6.17;-0.47;7.74;-1.10;15.38;7.47;1.65;4.67;1.58;1.04;-1.35;20.20;2.27;26.99;22.27
5231;0.00;0.01;0.22;-0.06;0.28;-0.05;0.15;0.81;;0.11;0.78;0.27;;0.21;0.77;;0.13;0.52;0.04;0.79;-0.18;0.25;-0.12;-0.13;9.15;0.30;8.81;0.04;10.62;7.03;0.15;2.70;0.75;0.59;0.59;20.37;2.29;26.96;22.08
5234;-0.03;0.02;1.49;0.14;1.64;-0.03;0.41;0.61;;0.99;1.07;0.74;;0.42;0.84;;0.95;0.76;0.22;0.80;0.22;0.39;-0.01;0.14;6.16;0.40;5.66;0.10;22.01;13.85;3.67;0.90;3.60;0.42;2.68;30.85;3.34;44.30;38.40
5238;0.00;0.04;0.09;-0.10;0.06;-0.10;0.45;0.71;;1.35;0.21;0.60;;1.13;0.60;;1.21;0.35;0.91;0.61;0.12;0.63;-0.03;-0.08;9.23;0.32;8.53;0.38;15.93;14.64;-0.33;3.66;-2.04;0.59;2.78;27.93;3.78;37.57;34.43
5248;0.05;0.02;2.80;0.68;3.12;0.15;0.37;0.80;;0.00;0.83;0.60;;0.12;0.81;;0.41;0.61;-0.13;0.78;-0.09;0.26;0.44;-0.07;9.65;0.30;8.88;0.47;22.39;7.88;9.02;5.19;0.30;1.06;0.93;32.98;2.46;48.88;44.12
5260;0.05;0.01;1.98;0.76;2.55;0.11;-0.12;0.66;;-0.43;0.06;0.66;;0.69;0.40;;0.03;0.56;0.40;0.38;-0.02;0.24;0.25;0.11;11.12;-0.15;10.89;0.38;16.83;4.71;7.75;2.42;1.95;0.61;1.76;29.70;2.03;42.76;30.08
5282;-0.07;0.47;0.76;0.00;1.08;0.07;0.02;0.20;;0.01;0.28;0.61;;-0.40;0.65;;-0.01;0.57;0.14;0.61;0.11;0.04;0.09;-0.02;3.83;0.19;-0.76;4.40;15.61;7.96;1.52;4.26;1.87;0.98;0.08;19.53;1.52;26.70;21.69
5460;-0.01;0.02;0.41;2.99;3.24;0.31;0.33;0.52;;0.43;0.65;0.76;;0.22;0.76;;0.77;0.74;0.09;0.75;0.07;0.34;0.16;0.27;3.68;0.66;2.92;0.11;37.83;12.87;15.74;3.69;5.52;1.11;3.03;44.55;2.87;61.85;58.93
5473;-0.06;0.02;0.80;-0.21;0.56;0.08;0.37;0.53;;0.37;0.61;0.75;;0.52;0.79;;0.35;0.58;0.48;0.67;0.11;-0.12;-0.01;0.04;4.31;1.27;3.09;-0.05;17.47;11.47;0.53;5.00;0.47;1.03;-0.38;21.40;2.60;29.65;30.76
5501;0.08;0.01;-0.08;0.35;0.31;-0.01;0.34;0.78;;-0.30;0.44;0.46;;1.26;0.53;;-0.05;0.52;0.97;0.60;0.01;0.01;0.04;0.40;13.32;-0.49;13.31;0.51;19.03;7.47;1.58;-0.86;10.84;0.55;2.07;34.42;2.82;42.46;40.95
5502;0.05;0.10;-0.05;0.26;0.19;-0.08;0.26;0.34;;0.14;0.38;0.73;;1.05;0.74;;0.23;0.65;0.91;0.69;0.02;-0.07;0.18;-0.12;9.87;0.46;8.10;1.31;20.09;10.04;1.19;1.96;6.90;0.85;-0.99;28.97;2.82;36.61;32.13
5559;-0.02;-0.09;0.49;-0.25;-0.08;0.03;0.13;0.76;;0.11;0.56;0.83;;0.15;0.36;;0.31;0.76;0.12;0.42;-0.13;0.38;0.21;0.12;3.58;1.04;3.54;-0.99;12.14;10.00;-0.27;4.21;-1.80;0.72;2.50;18.22;2.35;23.87;21.51
5623;-0.04;0.00;0.29;0.33;0.62;0.07;0.46;0.76;;0.70;0.54;0.75;;0.41;0.83;;0.71;0.79;0.36;0.79;-0.01;0.17;-0.04;0.14;6.10;0.47;5.82;-0.18;21.38;14.12;2.23;5.67;-0.64;1.09;1.55;29.03;3.40;39.49;40.03
5674;0.00;-0.01;0.08;0.10;0.01;-0.06;0.31;0.79;;0.15;0.62;0.64;;0.81;0.50;;-0.15;0.71;0.88;0.50;0.80;-0.02;0.15;-0.08;4.24;1.23;3.13;-0.12;19.22;12.12;0.65;5.03;1.43;1.10;-0.53;22.94;2.74;29.82;27.56
5676;0.04;0.12;0.16;0.43;0.82;-0.01;0.06;0.63;;0.05;0.42;0.55;;0.56;0.81;;0.08;0.49;0.38;0.73;0.02;0.39;-0.06;0.08;4.40;1.20;1.83;1.37;14.53;10.61;2.49;2.07;-0.65;0.37;2.36;21.29;2.31;29.60;22.29
5688;-0.03;0.03;0.58;0.02;0.54;-0.07;0.39;0.46;;0.71;0.72;0.74;;1.31;0.54;;0.83;0.71;0.91;0.58;0.52;-0.16;0.05;0.06;4.51;0.72;3.66;0.13;20.82;15.62;1.23;5.20;-1.23;0.96;-0.47;24.86;3.49;35.28;30.89
5694;0.06;0.12;-0.55;-0.07;-0.46;-0.09;-0.06;0.58;;-0.06;0.25;0.35;;0.78;0.09;;0.04;0.27;0.58;0.40;0.39;-0.03;0.02;-0.12;3.72;-0.27;2.49;1.50;6.26;8.06;-1.44;2.53;-2.89;0.31;-0.75;9.22;1.86;12.43;5.84
5704;-0.05;0.01;-0.66;-0.19;-0.91;-0.10;0.17;0.63;;0.90;0.28;0.73;;0.66;0.40;;0.74;0.54;0.41;0.36;0.16;0.09;0.03;-0.17;4.23;0.79;3.54;-0.10;14.71;11.65;-2.26;1.34;3.98;0.53;-0.41;18.53;2.68;22.40;19.45
6078;0.06;0.06;-0.20;0.26;-0.01;0.00;-0.07;0.67;;-0.29;0.87;0.67;;0.08;0.53;;-0.30;0.74;0.20;0.55;0.48;0.12;0.19;-0.20;4.06;0.48;2.72;0.87;10.45;7.88;0.89;2.83;-1.15;0.49;-0.41;14.10;1.85;18.69;12.76
6137;-0.01;-0.08;0.33;0.06;0.20;-0.07;0.26;0.76;;0.06;0.62;0.79;;0.31;0.62;;0.21;0.61;0.21;0.64;0.30;0.06;0.09;0.13;1.96;-0.24;3.11;-0.91;15.22;10.56;0.96;1.85;1.84;0.49;0.94;18.12;2.42;24.81;21.58
