Alamo;TXSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1817;0.00;0.07;-0.18;-0.01;0.00;-0.08;-0.04;0.86;18.25;-0.11;0.35;-0.30;1.81;1.07;-0.35;8.62;0.01;0.42;0.89;0.01;0.17;0.15;-0.13;0.12;-1.37;1.18;-3.28;0.73;9.23;12.56;-0.43;-2.81;-0.10;-0.57;1.31;9.12;2.18;14.59;6.34
2158;0.00;-0.12;4.11;0.08;4.11;0.30;0.24;0.88;-4.25;0.31;0.48;0.62;-3.47;-0.11;0.67;-3.23;0.28;0.84;-0.14;0.87;-0.41;-0.22;-0.04;0.12;4.95;0.33;5.84;-1.23;26.00;10.70;8.62;6.11;0.58;1.26;-0.51;30.51;2.72;50.15;42.69
2468;0.00;-0.03;2.37;1.53;3.90;0.36;0.85;0.90;18.50;1.29;0.89;1.48;-1.96;-0.34;0.87;-1.70;1.39;1.03;-0.14;0.63;-0.34;0.26;-0.03;-0.13;11.32;-0.52;12.16;-0.31;33.77;12.98;12.40;7.01;1.38;1.49;0.67;45.71;3.81;67.44;71.73
2583;0.00;0.00;0.24;-0.67;-0.27;-0.01;0.09;0.64;4.29;1.10;0.14;0.61;5.55;0.30;-0.01;27.80;0.90;0.23;0.23;0.08;0.20;0.81;-0.15;-0.10;6.32;0.50;5.77;0.05;6.07;7.52;-2.85;0.47;0.93;0.15;3.56;15.84;2.08;20.22;17.40
2721;0.00;-0.05;0.54;-0.35;0.17;-0.07;0.19;0.90;-20.58;0.86;-0.25;0.87;-0.03;0.11;0.54;1.84;0.65;0.27;0.12;0.48;0.18;0.50;-0.04;0.26;-0.82;-0.38;0.09;-0.53;15.74;12.08;-0.67;4.36;-0.04;0.87;3.82;19.22;2.42;25.83;21.39
2789;0.00;0.17;-0.58;-0.16;-0.52;-0.09;0.03;0.71;1.73;0.12;0.15;0.05;3.50;0.67;0.90;2.53;0.09;0.46;0.82;0.67;-0.05;0.94;-0.06;-0.14;9.70;1.48;6.53;1.69;12.74;10.46;-1.98;3.60;0.67;0.76;3.98;26.32;2.74;31.55;24.73
2805;0.00;-0.01;-0.24;1.31;1.21;-0.11;0.24;0.65;-10.63;0.59;0.61;-0.07;-5.18;0.88;0.80;10.26;0.81;0.26;0.24;0.83;-0.11;0.45;-0.16;0.08;7.65;1.39;6.39;-0.13;19.69;10.77;6.07;4.62;-1.77;0.81;2.63;30.48;2.79;41.25;32.43
2848;0.00;-0.03;0.98;-0.11;0.57;-0.03;0.53;0.92;-8.30;1.21;1.11;0.70;3.13;-0.36;0.35;-28.73;1.19;0.77;-0.25;0.50;-0.21;-0.35;0.26;0.09;5.52;0.61;5.26;-0.34;17.47;13.05;1.40;3.62;-0.60;0.68;-1.32;21.60;3.13;31.23;31.30
2881;0.00;-0.01;0.28;2.23;2.57;0.00;0.32;0.73;-15.50;0.30;0.09;0.63;0.51;0.67;1.33;-6.87;0.31;0.63;0.29;0.87;-0.13;-0.38;-0.07;0.00;7.29;-0.09;7.50;-0.13;30.60;10.38;11.69;5.29;3.23;1.27;-1.89;36.00;2.83;51.08;42.39
2966;0.00;-0.14;-0.27;0.29;-0.13;-0.04;-0.14;0.61;12.69;0.35;0.48;-1.75;0.79;-0.70;-0.31;-22.02;0.14;0.09;-0.29;0.26;-0.03;-0.22;0.01;-0.10;7.36;0.51;8.21;-1.36;3.59;-0.05;0.90;3.53;-0.78;0.65;-1.60;9.37;0.81;11.00;5.55
2969;0.00;-0.01;0.60;0.28;0.79;0.04;-0.25;0.20;27.80;0.31;1.28;-0.03;0.88;0.33;0.27;-24.02;0.18;0.37;0.25;0.23;2.18;0.67;0.09;-0.18;1.69;1.45;0.34;-0.10;8.26;5.94;2.62;0.41;-0.72;0.03;2.44;12.35;1.22;17.88;8.26
3005;0.00;-0.05;3.14;0.41;3.50;0.04;0.77;0.78;-4.08;1.55;0.74;0.59;2.36;1.00;0.78;7.86;1.32;0.89;0.35;0.99;0.01;0.89;0.01;0.30;11.70;-0.37;12.53;-0.47;28.45;15.41;8.35;3.88;0.81;0.83;5.96;46.23;4.34;68.02;62.70
3035;0.00;0.03;0.24;-0.16;0.01;0.04;-0.04;0.81;3.15;-0.26;0.11;0.75;3.15;0.27;0.41;38.85;-0.14;0.45;0.06;0.49;0.90;0.37;0.10;-0.04;3.69;-0.67;4.05;0.30;7.32;6.32;-0.35;-0.65;2.00;0.00;1.63;12.67;1.67;16.86;12.83
3103;0.00;0.00;0.59;-0.64;-0.24;-0.01;0.19;0.77;-15.69;0.44;0.49;1.28;-3.93;0.00;1.27;-20.39;0.52;0.65;0.17;1.04;-0.25;0.08;0.19;-0.03;2.49;0.64;1.89;-0.04;15.84;14.76;-2.00;4.01;-0.93;0.74;0.24;18.55;3.14;25.66;22.09
3305;0.00;0.12;-1.00;0.39;-0.57;-0.08;-0.29;-0.33;-5.86;-0.94;0.13;0.27;-1.16;2.14;0.03;4.31;-0.47;0.29;0.67;0.14;0.38;0.66;0.09;0.04;0.63;2.04;-2.61;1.20;6.89;2.77;-0.04;2.18;1.99;0.57;3.52;11.05;0.29;9.98;3.33
3335;0.00;0.26;0.50;0.33;0.77;-0.02;-0.12;0.47;-14.03;-0.43;-0.34;1.07;0.46;0.52;0.19;27.42;-0.34;0.16;0.33;0.38;0.75;0.77;0.32;-0.07;4.66;0.49;1.53;2.63;7.24;4.26;2.64;1.06;-0.73;0.16;3.49;15.15;1.01;20.07;12.18
3366;0.00;-0.14;0.74;0.08;0.67;-0.08;0.18;0.85;6.89;0.20;0.72;1.06;1.66;-0.09;0.61;35.96;0.23;0.74;0.39;0.24;-0.21;0.59;0.02;0.07;5.63;0.70;6.29;-1.36;15.55;9.09;1.90;4.01;0.54;0.84;3.29;24.41;2.45;32.63;26.07
3481;0.00;-0.02;-0.29;3.57;3.29;0.01;0.36;0.23;9.19;0.20;-0.32;1.88;-4.45;0.53;0.90;-12.18;0.35;0.68;0.55;0.88;0.21;0.08;-0.03;0.11;4.71;-0.03;4.93;-0.19;31.74;10.99;17.27;1.18;2.31;0.39;0.96;37.35;2.69;54.36;44.68
3561;0.00;-0.03;0.21;0.13;0.29;0.00;0.09;1.04;-41.97;-0.62;-0.81;0.30;-1.01;-0.27;0.42;24.07;-0.27;0.15;-0.03;0.60;0.11;0.02;0.03;0.27;-1.20;0.01;-0.90;-0.31;13.12;7.85;1.08;3.46;0.73;0.74;1.46;13.34;1.48;17.94;15.22
3679;0.00;-0.04;2.02;-0.45;1.72;0.02;0.23;0.58;15.11;0.85;0.76;0.67;2.24;-0.52;0.13;-2.10;0.88;0.57;0.22;0.49;0.21;-0.05;-0.20;-0.12;7.34;0.11;7.66;-0.44;15.99;9.93;1.80;5.85;-1.59;1.06;-0.83;22.42;2.75;34.68;27.55
3700;0.00;-0.09;0.03;-0.13;-0.46;0.00;-0.11;0.40;7.07;0.29;0.26;-0.47;-1.66;-0.23;-0.15;7.91;0.31;0.07;-0.04;-0.08;0.36;0.07;0.26;-0.02;-0.25;-0.13;0.80;-0.92;3.11;2.87;-0.61;1.28;-0.44;0.23;0.24;3.09;0.65;3.28;0.80
3735;0.00;-0.14;0.15;0.13;0.16;0.05;0.18;0.51;-24.31;0.25;0.49;0.03;-2.49;-0.19;0.47;-21.01;0.97;0.32;0.04;0.65;0.18;0.73;-0.01;0.07;0.54;0.09;1.83;-1.38;10.52;11.53;0.95;-1.63;-0.34;-0.35;4.04;14.96;2.49;21.67;19.64
3999;0.00;0.26;4.06;-0.01;4.37;0.03;0.84;0.79;29.86;1.59;1.61;1.57;-0.40;0.35;0.98;-30.48;1.50;1.44;-0.16;1.01;-0.38;-0.08;-0.06;0.11;12.26;-0.11;9.78;2.59;31.01;18.02;8.05;4.60;0.34;0.94;0.16;43.44;4.58;68.55;61.00
4063;0.00;0.45;0.15;0.59;1.09;0.16;0.59;0.84;46.80;1.22;1.18;0.82;-0.24;-0.35;0.26;12.69;0.96;0.81;-0.47;0.58;0.16;-0.14;0.10;0.21;6.91;0.02;2.37;4.52;22.38;12.43;3.23;5.45;1.27;1.17;0.33;30.86;2.72;41.07;46.52
4091;0.00;0.01;0.88;-0.34;0.51;0.03;0.09;0.53;15.79;0.67;1.67;1.09;5.32;0.11;0.84;-8.39;0.38;0.96;0.29;0.73;0.66;0.53;0.04;-0.18;5.58;0.00;5.45;0.12;14.00;11.68;0.04;1.93;0.34;0.41;1.77;21.97;2.88;30.76;24.41
4206;0.00;0.07;-0.14;-0.41;-0.70;-0.06;-0.09;0.08;10.49;-0.26;-1.02;1.11;-0.74;0.74;-0.29;-12.81;0.13;0.01;0.22;0.13;0.39;-0.13;0.23;-0.02;1.13;0.44;-0.05;0.75;-0.23;2.85;-2.31;1.12;-1.89;0.10;-0.77;0.12;0.56;-0.67;-3.12
4219;0.00;-0.12;0.83;0.05;0.91;0.03;0.01;0.44;4.83;0.15;-0.38;0.06;0.56;-0.12;0.55;-3.49;0.34;-0.30;-0.22;0.33;0.46;0.82;-0.16;0.07;0.03;0.28;0.98;-1.23;4.51;2.42;1.91;0.62;-0.45;0.09;4.48;9.00;0.58;13.31;9.89
4332;0.00;0.01;0.18;-0.05;0.14;0.14;-0.08;0.58;3.28;-0.13;-0.09;-0.25;0.25;-0.12;0.16;35.52;-0.33;0.11;0.34;0.22;0.39;0.35;0.00;0.46;1.44;1.64;-0.34;0.14;8.15;4.78;0.12;0.33;2.91;0.26;4.05;13.64;0.92;16.38;15.63
4412;0.00;-0.02;-0.09;-0.01;-0.05;-0.11;-0.28;0.20;-24.16;-0.34;1.00;-0.44;5.13;0.68;0.26;-5.92;-0.47;0.59;0.85;0.32;0.21;0.34;-0.07;0.12;1.59;1.32;0.49;-0.21;6.20;7.23;-0.24;-0.88;0.09;-0.17;2.30;9.86;1.49;13.43;1.46
4597;0.00;-0.10;1.07;-0.39;0.62;0.03;0.00;0.66;-4.27;-0.31;0.72;0.44;-0.64;0.32;0.09;-37.41;-0.13;0.54;0.21;-0.04;-0.12;0.09;-0.04;0.04;0.11;0.59;0.53;-1.01;7.64;5.94;0.21;0.87;0.62;0.21;0.62;8.35;1.24;13.39;9.00
4627;0.00;-0.17;0.40;0.21;0.38;-0.04;0.21;0.71;-14.77;0.78;1.17;0.93;2.79;0.17;1.18;15.13;0.11;0.77;0.19;0.76;0.27;1.58;0.07;0.56;6.78;-0.45;8.89;-1.66;13.16;8.34;1.86;2.08;0.88;0.47;10.69;31.21;2.56;38.77;34.58
4639;0.00;0.01;0.56;0.64;1.00;0.08;0.18;0.27;9.37;0.59;1.49;0.59;0.41;0.20;1.24;-14.77;0.42;0.87;0.14;0.88;1.01;-0.02;0.21;0.13;12.13;0.05;11.96;0.12;11.11;6.89;4.32;0.04;-0.14;0.00;0.53;23.75;2.57;33.31;29.44
4694;0.00;-0.02;0.83;-0.02;0.39;0.03;0.28;0.31;41.06;0.69;1.21;0.75;-5.09;-0.15;1.56;-10.24;0.77;1.11;-0.06;1.21;0.37;-0.02;0.40;0.35;8.57;0.08;8.72;-0.23;15.78;12.36;1.55;1.84;0.03;0.37;1.62;26.08;3.34;35.66;32.60
4696;0.00;0.10;0.28;-0.29;0.10;-0.01;0.04;0.67;25.34;-0.23;0.46;-0.40;-0.36;0.49;0.11;12.78;-0.08;0.44;0.07;0.29;0.66;0.34;-0.02;-0.22;12.08;0.23;10.87;0.98;3.76;1.52;-0.92;4.44;-1.27;0.80;0.60;16.48;1.39;20.26;17.11
4734;0.00;0.72;-1.40;0.10;-1.08;-0.06;0.13;0.38;8.84;0.17;0.86;-0.10;-1.84;0.55;-0.05;-15.96;0.27;0.29;0.05;0.35;-0.31;-0.46;0.50;0.04;4.71;0.46;-2.92;7.17;8.01;8.18;-2.32;2.22;-0.07;0.44;-2.12;10.50;1.34;10.48;11.62
5052;0.00;-0.07;0.17;0.28;0.49;-0.06;0.02;0.58;-4.96;0.35;-0.63;0.79;-0.54;0.54;0.95;9.61;0.24;0.41;0.50;0.85;-0.10;-0.11;-0.10;-0.05;2.55;0.77;2.46;-0.67;17.45;11.68;1.76;4.16;-0.16;0.82;-0.82;18.90;2.58;26.89;17.87
5103;0.00;0.17;0.25;0.11;0.43;-0.02;0.37;0.72;-16.74;1.41;-1.01;0.73;-2.36;-0.06;0.74;12.39;1.24;0.45;0.11;0.79;-0.20;-0.01;0.10;0.18;13.50;-0.29;12.08;1.71;15.35;10.55;1.04;3.63;0.12;0.73;0.88;29.63;3.32;39.26;36.47
5241;0.00;0.09;-1.28;0.23;-1.05;-0.10;-0.07;0.42;-20.47;0.08;0.02;0.68;-1.16;-0.20;0.55;-6.66;-0.06;0.13;-0.14;0.63;0.90;0.09;0.09;0.34;2.21;0.61;0.74;0.86;1.46;4.57;-1.39;-1.37;-0.34;-0.30;2.12;5.82;0.99;5.00;2.05
5414;0.00;0.09;0.09;0.01;0.27;-0.14;0.01;0.53;-13.13;0.18;1.13;0.27;-0.14;0.35;1.44;4.23;0.27;0.86;-0.13;0.74;0.35;0.39;-0.07;-0.04;7.07;0.20;6.01;0.86;9.33;8.32;0.26;1.38;-0.63;0.23;1.73;17.94;2.26;24.43;14.67
5417;0.00;-0.18;-0.72;0.45;-0.42;0.03;0.01;0.70;-6.04;-0.19;1.39;-0.23;1.29;-0.35;0.38;45.57;0.13;0.39;-0.19;0.72;0.32;-0.23;-0.03;-0.10;4.66;0.44;6.06;-1.84;4.55;5.69;0.82;-0.47;-1.49;-0.19;-1.66;7.63;1.74;10.68;8.63
5445;0.00;-0.05;0.24;-0.16;0.12;-0.01;0.25;0.41;16.46;0.08;1.25;0.93;1.27;0.68;1.16;-2.86;0.39;1.07;0.34;0.85;0.78;0.21;-0.09;0.12;6.97;0.12;7.37;-0.53;15.96;11.65;-0.32;5.15;-0.53;1.00;1.66;24.58;3.07;32.61;29.20
5572;0.00;-0.07;-0.14;0.10;-0.08;-0.04;-0.16;0.79;-4.31;0.33;-0.13;0.33;2.02;0.02;0.32;14.81;0.02;0.08;0.42;0.50;0.06;0.31;-0.03;-0.03;1.70;1.03;1.40;-0.73;10.19;8.34;0.22;2.92;-1.29;0.50;1.39;13.06;1.81;17.33;8.89
5639;0.00;0.19;1.58;0.33;2.10;-0.04;0.18;0.72;-6.31;0.40;0.71;0.75;-3.75;0.15;0.69;-5.50;0.50;0.56;-0.15;0.50;-0.01;0.25;-0.01;-0.11;8.66;0.62;6.18;1.86;15.68;7.51;4.80;2.54;0.84;0.56;0.71;25.07;2.12;36.93;27.57
5681;0.00;0.18;-0.46;0.40;0.18;-0.06;-0.14;0.44;-10.06;-0.73;-0.91;1.05;-3.09;0.32;0.50;-10.52;-0.22;-0.18;0.15;0.17;0.25;0.45;-0.05;0.33;2.66;-0.52;1.40;1.78;5.37;1.06;1.11;4.31;-1.12;0.79;3.88;11.58;0.35;13.00;7.27
5726;0.00;-0.02;0.18;0.65;0.95;0.05;0.20;0.70;12.42;-0.49;1.20;0.56;0.68;0.20;0.57;-16.97;-0.16;0.91;0.11;0.49;0.20;-0.68;-0.14;0.02;6.46;0.24;6.41;-0.19;15.07;7.04;3.62;4.27;0.14;0.86;-3.33;18.20;2.05;26.30;23.45
5754;0.00;0.10;1.33;0.09;1.58;0.10;0.43;0.81;-19.06;0.31;0.28;0.93;-0.40;0.34;1.46;16.98;0.47;0.94;0.13;0.87;-0.35;0.31;-0.06;0.13;10.19;0.58;8.62;1.00;20.38;11.73;3.12;5.66;-0.13;1.12;2.24;32.81;3.21;45.75;44.04
5838;0.00;-0.10;-0.10;0.13;0.07;0.00;0.02;0.70;2.49;0.33;-0.46;1.25;-3.87;0.04;-0.03;6.27;0.55;0.43;0.32;0.23;0.17;-0.35;-0.14;0.03;5.31;0.39;5.88;-0.96;12.25;8.21;0.45;4.42;-0.82;0.83;-1.61;15.90;2.23;21.70;16.23
5894;0.00;0.02;0.36;0.10;0.29;0.00;-0.08;0.65;-16.45;0.00;0.49;0.77;-1.64;0.41;-0.16;-12.50;-0.35;0.38;0.18;0.17;-0.23;0.29;0.20;-0.02;2.93;0.19;2.49;0.24;5.82;3.94;1.22;-1.57;2.22;-0.17;1.37;10.20;1.04;13.70;8.58
5960;0.00;0.05;1.34;0.00;1.25;0.03;0.24;0.81;-16.33;1.10;0.80;0.76;-2.67;-0.36;0.05;14.97;1.01;0.52;-0.39;0.64;0.71;-0.18;0.14;-0.02;9.24;-0.21;8.93;0.53;13.32;8.50;2.66;1.89;0.28;0.40;-1.03;21.68;2.59;32.06;27.38
5981;0.00;0.05;2.49;0.33;2.73;0.06;0.08;0.75;9.63;0.18;0.60;-0.45;0.04;-0.02;0.34;-28.36;0.12;0.18;0.08;0.25;0.07;-0.44;0.14;-0.19;10.78;0.19;10.07;0.52;11.06;1.86;6.61;5.16;-2.57;0.86;-3.12;18.49;1.38;30.45;21.55
5986;0.00;0.11;-0.54;0.36;-0.40;0.02;0.17;0.43;11.25;0.42;0.94;0.91;-4.41;-0.14;0.04;-8.75;0.51;0.79;-0.17;0.26;0.17;0.19;0.32;-0.21;6.26;0.66;4.53;1.06;9.63;6.86;0.70;1.87;0.20;0.39;-0.11;15.63;1.83;18.96;19.41
6025;0.00;-0.09;-0.10;0.49;0.39;-0.03;0.06;0.47;4.94;-0.15;0.71;0.03;2.07;1.03;0.30;4.20;0.12;0.13;0.46;0.62;-0.41;-0.07;-0.09;0.01;5.28;0.26;5.93;-0.91;10.62;6.01;2.25;1.65;0.71;0.38;-0.27;15.44;1.80;21.16;15.96
6028;0.00;0.07;1.48;-0.08;1.39;0.03;0.38;0.90;-4.36;0.48;0.33;-0.26;3.06;-0.06;0.38;3.48;0.16;0.18;-0.06;0.43;0.32;0.47;0.08;0.23;4.51;1.27;2.52;0.72;12.93;6.82;2.54;3.73;-0.16;0.74;3.51;21.06;1.62;29.44;29.43
6051;0.00;0.02;-1.11;0.10;-1.16;0.00;-0.01;0.56;3.76;-0.18;0.48;-0.26;3.57;-0.26;-0.35;-2.51;-0.06;0.22;-0.17;0.00;-0.07;-0.34;0.17;0.04;4.69;0.40;4.10;0.19;-1.68;0.70;-1.71;0.25;-0.92;-0.01;-1.47;1.62;0.55;-0.63;1.42
6126;0.00;-0.07;-0.85;0.30;-0.75;-0.09;-0.26;0.75;9.37;-0.22;0.06;0.45;3.79;0.09;0.04;2.81;-0.23;0.18;0.04;0.49;-0.09;-0.22;0.14;-0.01;-0.57;0.39;-0.31;-0.65;6.58;6.32;-0.19;-0.34;0.80;-0.02;-1.13;4.90;1.23;5.64;-2.67
6155;0.00;-0.02;1.94;-0.02;1.93;-0.03;-0.16;0.78;6.71;0.12;-0.59;-0.46;0.25;-0.10;0.04;-0.11;0.15;-0.43;0.05;0.36;0.45;0.31;-0.03;0.02;5.18;1.43;3.97;-0.22;10.70;2.51;3.81;4.76;-0.38;0.93;1.64;17.50;0.90;25.79;13.43
