Waterloo;ONWA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
148;0.06;0.56;-1.32;5.57;4.77;0.12;0.48;0.69;;1.03;0.90;0.68;;-0.20;0.70;0.67;0.99;0.75;-0.28;0.70;0.22;-0.16;0.10;-0.07;13.86;-0.13;8.08;5.91;46.87;10.17;25.19;1.48;10.03;0.96;-1.14;59.58;2.84;81.58;72.13
610;0.27;-0.02;4.17;1.50;5.87;0.12;0.31;0.69;;0.78;0.65;0.68;;0.12;0.63;0.67;0.73;0.65;0.26;0.63;0.06;0.86;0.05;0.03;7.30;0.31;5.83;1.16;37.96;11.88;15.83;-0.62;10.86;0.60;4.46;49.71;2.96;75.44;58.84
865;0.09;-0.06;3.71;-0.74;2.73;-0.03;0.22;0.69;;0.75;0.59;0.60;;0.00;0.28;0.67;0.73;0.62;0.00;0.38;0.25;0.93;0.26;0.17;3.79;-0.17;4.15;-0.19;17.65;10.06;3.72;3.19;0.68;0.68;5.49;26.93;2.43;41.53;30.44
1114;-0.01;0.80;1.05;3.40;5.13;0.44;0.45;0.72;;0.91;0.71;0.68;;0.30;0.64;0.67;0.88;0.72;-0.02;0.69;-0.26;-0.02;0.11;-0.06;20.59;-0.06;12.69;7.96;38.93;8.61;19.12;2.15;9.05;1.03;-0.43;59.09;2.99;82.61;79.11
1241;-0.07;0.77;-0.58;5.93;5.74;0.51;0.38;0.61;;0.85;0.64;0.42;;0.31;0.66;0.67;0.94;0.58;0.22;0.70;-0.55;0.73;0.31;-0.06;13.79;0.03;6.46;7.30;49.15;12.06;28.50;4.14;4.45;1.13;3.31;66.25;3.06;91.83;86.64
1285;-0.03;-0.06;2.95;0.85;3.54;0.27;0.34;0.68;;0.64;0.81;0.70;;-0.04;0.71;0.67;0.71;0.72;0.08;0.70;0.30;0.92;0.16;0.05;9.68;0.41;10.02;-0.75;27.58;9.47;10.14;4.29;3.68;1.10;4.87;42.14;2.90;60.45;55.70
1360;-0.04;-0.21;0.94;-0.02;0.43;0.01;0.29;0.63;;0.59;0.71;0.74;;0.09;0.66;0.67;0.49;0.66;0.20;0.67;0.18;0.90;0.24;0.25;5.88;0.35;7.84;-2.31;14.24;9.34;1.79;5.24;-2.13;0.91;5.71;25.84;2.65;33.82;31.98
2056;0.02;0.70;-0.04;4.50;5.14;0.41;0.49;0.69;;1.02;0.72;0.73;;0.27;0.78;0.67;0.98;0.74;-0.13;0.73;-0.04;1.44;0.05;0.01;17.74;-0.28;10.87;7.14;43.12;9.59;22.45;3.83;7.25;1.25;7.21;68.07;3.01;91.65;88.15
2702;0.03;0.49;0.09;2.42;3.04;0.18;0.18;0.47;;0.53;0.69;0.75;;0.45;0.70;0.67;0.39;0.73;0.14;0.72;-0.46;-0.30;0.00;0.09;12.86;0.41;7.36;5.09;28.14;8.54;12.29;4.22;3.10;1.05;-1.06;39.94;2.44;55.55;47.95
3161;-0.03;0.06;0.94;-0.40;0.66;-0.01;0.17;0.62;;0.09;0.40;0.55;;0.34;0.31;0.67;0.19;0.57;0.31;0.37;-0.15;0.50;-0.09;-0.07;0.52;0.14;-0.02;0.40;9.24;10.41;-0.10;1.29;-2.36;0.10;2.16;11.93;2.08;19.19;15.23
3560;0.02;0.07;0.76;-0.73;0.16;0.05;0.22;0.72;;-0.05;1.08;0.58;;0.63;0.74;0.67;-0.01;0.62;0.54;0.73;1.21;0.40;-0.04;-0.05;7.44;0.47;6.20;0.78;10.16;9.85;-2.10;2.58;-0.17;0.50;1.73;19.33;2.59;26.32;25.11
3683;0.58;0.16;4.76;-0.09;5.39;0.49;0.43;0.70;;0.89;0.66;0.58;;0.32;0.68;0.67;0.97;0.72;0.45;0.69;0.13;0.21;0.02;0.05;13.10;0.19;8.40;4.51;33.29;13.42;9.07;1.69;9.11;0.95;1.28;47.68;3.52;73.32;68.37
3739;-0.01;-0.03;1.37;-0.17;1.04;-0.05;0.21;0.69;;0.79;0.59;0.58;;0.56;0.70;0.67;0.64;0.64;0.60;0.68;0.04;0.08;0.12;-0.11;4.37;0.87;3.86;-0.36;19.11;14.33;1.89;3.73;-0.83;0.69;-0.17;23.32;3.25;34.69;26.09
3949;-0.01;-0.03;0.73;0.86;1.68;-0.15;0.14;0.61;;0.07;0.69;0.02;;0.45;0.78;0.67;0.23;0.41;0.49;0.72;0.78;-0.35;-0.14;-0.11;-1.89;0.12;-1.68;-0.33;20.12;13.12;5.74;1.00;0.26;0.22;-2.30;15.93;2.46;27.32;14.98
4039;0.02;0.48;1.65;2.13;4.31;0.32;0.52;0.65;;0.90;0.71;0.72;;0.36;0.71;0.67;0.98;0.78;0.32;0.68;-0.02;0.27;-0.03;0.19;13.76;0.15;8.69;4.92;30.52;12.66;13.94;6.83;-2.92;1.17;2.29;46.57;3.40;68.55;64.94
4525;0.00;-0.12;0.99;-0.17;0.61;0.05;0.24;0.71;;0.09;0.41;0.74;;0.87;0.73;0.67;0.06;0.62;0.95;0.73;0.59;0.63;0.09;0.14;8.73;-0.05;9.93;-1.14;16.32;10.40;1.10;5.57;-0.75;1.06;3.84;28.90;3.07;38.49;35.01
4618;-0.07;-0.15;3.44;0.81;3.92;0.55;0.39;0.70;;0.61;0.64;0.58;;-0.14;0.71;0.67;0.68;0.65;0.00;0.72;0.64;0.70;0.10;0.06;4.37;0.34;5.93;-1.90;28.30;10.78;10.91;7.55;-0.94;1.45;3.80;36.47;2.75;55.58;57.99
4678;0.03;0.73;-0.59;3.42;3.66;0.34;0.44;0.65;;0.50;0.74;0.81;;1.09;0.77;0.67;0.43;0.75;1.19;0.76;0.42;-0.02;-0.08;0.27;14.71;0.60;6.73;7.39;38.83;15.52;15.90;5.02;2.39;1.16;1.25;54.80;3.78;75.66;72.07
4917;0.04;0.82;-0.06;1.26;1.95;-0.09;0.29;0.67;;0.50;0.65;0.79;;0.58;0.70;0.67;0.49;0.67;0.45;0.68;0.03;0.13;0.11;0.12;21.19;-0.55;13.32;8.43;16.82;8.09;6.16;3.58;-1.00;0.65;1.26;39.27;2.95;52.75;42.92
4939;0.00;-0.24;2.55;0.45;2.77;0.17;-0.01;0.54;;0.50;-0.18;0.69;;-0.12;0.67;0.67;0.43;0.40;-0.10;0.65;0.00;-0.16;-0.01;-0.06;0.45;2.01;0.86;-2.42;21.79;9.15;7.34;3.85;1.45;0.87;-1.09;21.16;1.92;34.61;25.17
4940;0.01;-0.04;0.43;0.26;0.72;-0.07;0.35;0.70;;0.75;0.89;0.75;;1.23;0.46;0.67;0.77;0.76;1.08;0.51;0.29;-0.42;-0.05;-0.07;8.15;0.24;8.26;-0.35;22.33;14.91;2.17;3.64;1.62;0.84;-2.44;28.04;3.81;39.81;33.25
4943;0.01;0.03;1.39;-0.09;1.21;-0.02;0.32;0.71;;0.36;0.48;0.69;;0.42;0.75;0.67;0.35;0.62;0.52;0.70;0.25;0.13;0.13;0.06;5.76;1.21;4.22;0.33;17.87;12.42;2.36;3.99;-0.91;0.74;0.97;24.60;2.90;35.66;30.52
