Utah;UTWV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
2993;-0.02;0.00;0.57;-0.06;0.39;-0.08;-0.04;0.56;;0.10;0.71;0.94;;0.35;0.54;;0.03;0.82;0.13;0.54;0.49;0.72;0.10;0.24;1.05;1.26;-0.12;-0.09;14.19;10.42;0.82;2.89;0.05;0.58;4.81;20.04;2.07;26.43;17.39
3006;-0.04;0.00;0.39;0.17;0.46;-0.05;0.22;0.75;;0.49;0.65;0.31;;0.53;0.56;;0.58;0.45;0.30;0.54;0.43;0.00;0.07;0.23;3.92;1.19;2.91;-0.19;16.07;11.65;1.65;3.31;-0.54;0.63;1.16;21.15;2.62;29.14;24.24
3008;0.08;0.00;0.59;0.08;0.62;-0.04;0.07;0.56;;0.23;0.86;0.67;;-0.02;0.39;;0.12;0.75;-0.05;0.38;0.55;0.61;0.13;0.07;5.93;0.79;4.74;0.40;12.14;6.41;1.58;3.70;0.44;0.77;3.37;21.44;1.76;27.78;21.87
3021;0.06;0.00;1.76;1.40;3.15;0.13;0.20;0.63;;0.36;0.43;0.42;;0.10;0.74;;0.38;0.61;0.20;0.73;0.37;0.98;0.07;0.21;9.24;0.25;8.67;0.32;26.64;8.42;10.51;3.90;3.82;1.03;5.97;41.86;2.55;58.08;49.19
3166;-0.02;0.00;0.47;-0.38;0.14;-0.04;0.11;0.29;;0.97;1.04;0.50;;0.39;0.83;;0.90;0.71;0.40;0.78;0.39;-0.30;-0.07;0.03;3.14;0.34;2.89;-0.09;16.49;13.97;-0.94;4.34;-0.88;0.81;-1.34;18.29;3.08;26.44;19.42
3225;-0.03;0.00;0.14;0.26;0.49;0.09;0.57;0.69;;0.21;1.02;0.92;;1.48;0.86;;0.23;0.89;1.54;0.82;0.35;0.42;-0.12;-0.14;11.33;-0.50;12.00;-0.16;21.85;14.89;1.58;5.20;0.18;1.05;1.38;34.56;4.18;46.52;48.27
3230;-0.02;0.00;1.09;1.85;2.94;0.13;0.53;0.76;;0.99;0.51;0.98;;-0.37;0.71;;0.98;0.88;-0.33;0.70;0.14;0.82;-0.03;-0.02;8.42;0.23;8.29;-0.10;28.94;10.79;11.40;3.69;3.07;0.94;4.01;41.37;2.99;58.03;55.15
3239;0.08;0.00;2.01;-0.20;1.75;0.04;0.39;0.74;;0.95;0.55;0.23;;0.73;0.84;;0.98;0.34;0.79;0.84;0.26;0.40;0.14;0.01;6.17;0.78;5.00;0.39;21.88;15.92;3.03;2.38;0.56;0.51;2.03;30.09;3.68;44.76;38.92
3241;-0.03;0.00;0.97;0.35;1.44;-0.06;0.44;0.73;;1.04;0.92;1.05;;0.31;0.68;;0.92;0.84;0.22;0.66;-0.11;0.63;-0.15;0.29;9.85;0.24;9.75;-0.14;17.63;11.99;3.69;1.90;0.05;0.38;4.61;32.09;3.37;45.03;39.47
3243;0.00;0.00;1.67;0.08;1.54;-0.06;0.18;0.68;;0.22;0.32;0.63;;-0.14;0.59;;0.44;0.43;0.16;0.61;0.11;0.38;0.21;0.13;2.93;0.56;2.39;-0.01;18.92;10.42;3.76;4.60;0.14;0.93;2.53;24.38;2.32;35.01;26.59
3245;-0.01;0.00;0.71;0.65;1.30;0.04;0.41;0.74;;0.82;0.54;0.73;;0.47;0.95;;0.80;0.76;0.28;0.94;0.86;-0.43;0.05;-0.11;4.92;0.67;4.29;-0.04;23.44;15.53;4.65;3.57;-0.32;0.69;-2.70;25.66;3.54;38.57;35.03
3288;-0.05;0.00;1.32;-0.10;1.02;0.01;0.22;0.66;;0.03;0.64;0.78;;0.35;0.71;;0.26;0.78;0.18;0.71;0.51;0.29;0.15;-0.06;6.54;-0.16;6.92;-0.23;15.12;9.50;2.12;3.97;-0.46;0.76;1.15;22.81;2.59;32.49;27.52
3289;-0.04;0.00;0.59;0.29;0.86;-0.01;0.65;0.72;;1.13;1.12;1.03;;0.29;0.88;;1.10;0.94;0.24;0.87;0.25;-0.08;-0.02;0.08;10.95;-0.46;11.61;-0.19;22.07;13.49;2.62;4.47;1.49;0.99;0.03;33.06;3.86;45.40;45.73
3374;0.06;0.00;0.70;0.06;0.55;-0.02;0.48;0.74;;0.94;1.00;0.74;;0.16;0.94;;0.94;0.87;0.20;0.92;0.17;0.17;0.26;0.13;5.21;0.33;4.58;0.31;22.79;16.06;1.69;4.90;0.14;0.99;1.48;29.49;3.67;40.39;38.74
4268;0.06;0.00;0.09;-0.03;0.24;-0.08;0.05;0.62;;0.14;-0.36;0.39;;0.24;0.23;;0.13;-0.05;0.12;0.24;0.97;-0.21;-0.11;0.09;1.90;0.90;0.69;0.31;4.46;4.95;0.05;0.76;-1.29;0.06;-0.61;5.75;1.06;9.14;4.85
4310;0.01;0.00;0.21;-0.14;0.15;-0.04;0.32;0.72;;0.79;1.00;0.41;;0.20;0.75;;0.84;0.54;0.24;0.83;0.05;0.21;-0.08;-0.04;3.71;0.49;3.19;0.03;19.43;14.30;-0.26;4.79;0.59;1.00;0.85;23.99;3.18;32.43;29.29
4334;0.00;0.00;-0.20;4.95;4.73;0.14;0.38;0.74;;0.65;0.17;0.76;;0.05;0.61;;0.77;0.50;0.20;0.61;-0.16;0.65;0.02;0.15;7.40;0.15;7.23;0.01;36.63;10.51;24.32;2.58;-0.78;0.46;4.04;48.06;2.82;69.90;59.09
4348;-0.01;0.00;0.45;-0.47;0.04;-0.05;0.18;0.43;;0.41;-0.03;0.91;;-0.12;0.32;;0.27;0.47;-0.13;0.43;-0.37;0.36;-0.06;-0.10;0.07;0.13;-0.02;-0.04;5.73;7.36;-1.43;1.54;-1.73;0.19;1.26;7.07;1.47;10.86;9.47
4585;-0.04;0.00;0.26;0.18;0.23;0.00;0.15;0.73;;-0.15;0.18;0.59;;0.10;0.31;;0.09;0.48;0.19;0.31;-0.30;-0.20;0.18;0.10;4.45;0.89;3.75;-0.18;13.56;7.09;1.44;3.58;1.45;0.81;-0.51;17.49;1.79;22.68;20.36
4598;-0.01;0.00;1.02;-0.02;1.10;0.01;0.20;0.65;;0.47;0.37;0.42;;-0.12;0.43;;0.52;0.38;-0.15;0.44;-0.15;0.21;-0.11;-0.02;8.10;0.11;8.05;-0.06;9.58;5.12;1.95;3.23;-0.72;0.60;0.97;18.66;1.83;26.68;22.90
4944;0.01;0.00;0.09;-0.12;-0.03;-0.04;0.13;0.62;;0.35;0.72;0.42;;0.21;0.02;;0.19;0.63;0.12;0.09;0.41;0.08;0.01;0.12;4.60;1.42;3.11;0.07;6.74;6.70;-0.42;0.01;0.46;0.03;1.00;12.33;1.65;16.37;13.80
5071;-0.01;0.00;0.09;-0.50;-0.49;-0.05;-0.25;0.44;;0.21;0.37;-0.03;;-0.01;0.01;;0.13;0.06;0.10;0.01;0.70;0.07;0.07;0.07;2.36;-0.06;2.46;-0.04;1.40;2.42;-2.34;1.11;0.21;0.24;0.71;4.47;0.73;4.76;-1.83
5159;0.06;0.00;-0.17;-0.29;-0.37;-0.06;-0.09;0.57;;0.19;0.32;0.52;;0.00;0.48;;0.12;0.53;0.08;0.48;0.24;-0.09;-0.04;0.34;3.34;0.54;2.52;0.29;6.72;7.63;-1.80;0.18;0.71;0.08;1.25;11.31;1.78;14.60;7.89
5489;-0.01;0.00;0.59;0.49;1.04;0.13;0.15;0.70;;0.34;0.49;0.14;;-0.20;0.72;;0.44;0.48;-0.07;0.77;0.06;0.22;0.03;0.05;6.80;0.36;6.51;-0.06;21.20;8.38;3.61;4.05;5.16;1.15;1.33;29.33;2.33;38.39;35.68
5933;0.33;0.00;2.90;0.06;3.17;0.13;0.15;0.72;;0.77;0.28;0.74;;-0.50;0.53;;0.94;0.47;-0.43;0.55;-0.41;0.39;0.12;0.14;7.12;0.94;4.52;1.66;19.11;8.98;6.11;4.88;-0.86;0.92;2.64;28.87;2.25;44.41;34.99
5974;0.01;0.00;0.44;-0.31;-0.02;0.12;0.08;0.61;;0.23;0.79;0.74;;-0.07;0.72;;0.22;0.74;-0.14;0.72;-0.39;-0.04;0.17;0.21;7.60;0.50;7.04;0.07;11.08;7.23;-0.67;2.34;2.18;0.61;0.86;19.55;2.15;24.86;24.09
