Dallas;TXDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
3037;-0.02;-0.09;-0.22;-0.17;-0.43;-0.07;0.05;0.60;;0.19;0.39;0.69;;0.29;0.12;-0.77;0.16;0.47;0.28;-0.20;0.53;0.31;-0.07;-0.05;-4.22;0.08;-3.31;-0.99;7.29;8.21;-1.30;1.07;-0.69;0.17;1.33;4.39;1.31;6.31;3.58
3282;0.00;0.05;0.34;-0.50;0.00;-0.04;0.10;0.36;;0.03;0.04;0.22;;0.12;0.40;-0.48;0.08;0.37;0.09;0.21;0.91;0.04;-0.11;0.03;3.79;0.42;2.82;0.55;0.87;4.13;-1.85;0.40;-1.81;-0.04;0.36;5.02;1.11;7.77;6.05
3350;-0.01;0.03;-0.41;-0.12;-0.47;-0.04;-0.02;0.39;;0.02;0.01;0.37;;0.38;0.27;0.00;-0.13;0.37;0.12;0.34;0.08;-0.53;-0.03;0.03;0.42;1.49;-1.35;0.29;4.14;6.08;-1.40;-1.32;0.77;-0.21;-2.49;2.07;1.08;3.29;0.55
3355;-0.01;-0.05;-0.16;0.42;0.32;-0.06;0.19;0.49;;-0.06;0.70;0.54;;0.42;0.76;1.58;-0.02;0.52;0.57;0.64;0.99;-0.01;-0.11;-0.13;7.09;0.50;7.17;-0.58;10.63;7.39;1.80;2.75;-1.31;0.46;-0.71;17.01;2.20;23.48;19.12
3370;0.00;0.01;-0.24;0.21;-0.33;-0.04;-0.10;0.71;;-0.06;0.69;-0.12;;1.00;-0.06;0.19;-0.13;0.12;0.61;0.00;0.74;-0.18;0.32;0.13;5.46;-0.28;5.58;0.16;6.30;3.74;0.58;3.19;-1.22;0.56;-0.26;11.50;1.31;13.72;8.54
3478;-0.01;-0.02;-0.27;0.54;0.29;-0.04;0.15;0.64;;0.41;1.37;0.28;;0.40;0.57;0.99;0.55;0.46;0.39;0.72;-0.23;-0.14;-0.05;0.16;7.29;0.59;6.96;-0.26;19.13;10.31;2.16;2.89;3.76;0.83;0.11;26.52;2.76;34.33;28.53
3676;0.01;-0.13;0.32;0.11;0.43;-0.04;0.31;0.48;;-0.13;0.42;0.66;;1.13;0.63;0.82;0.08;0.55;1.14;0.61;-0.02;0.54;-0.12;0.06;2.83;0.47;3.60;-1.23;21.52;12.51;1.21;2.77;5.04;0.89;3.02;27.37;2.86;35.86;32.66
3735;0.00;-0.05;0.19;0.29;0.47;-0.05;0.08;0.68;;0.37;0.94;0.85;;-0.24;0.82;0.94;0.36;0.77;-0.04;0.90;0.19;-0.10;-0.04;0.06;4.62;0.35;4.71;-0.43;16.90;10.96;1.80;1.97;2.17;0.54;-0.23;21.29;2.66;29.41;21.54
3802;0.00;0.03;2.14;0.63;2.80;0.07;0.24;0.73;;0.09;0.79;1.03;;0.15;1.05;0.98;0.22;0.81;0.11;0.99;0.03;0.71;0.00;0.18;8.56;0.66;7.61;0.29;23.83;10.46;7.44;6.29;-0.36;1.23;4.42;36.81;2.85;52.71;43.38
4076;0.01;-0.02;1.01;0.12;1.16;0.04;0.04;0.85;;-0.06;0.48;-0.21;;0.59;-0.01;2.57;-0.03;0.33;0.31;0.22;-0.12;0.23;-0.04;0.09;7.20;0.63;6.68;-0.12;9.99;5.07;2.60;1.41;0.91;0.34;1.58;18.77;1.68;26.60;20.47
4192;0.00;0.00;0.63;0.56;1.30;0.09;0.41;0.76;;0.50;0.79;1.11;;0.49;0.88;0.40;0.48;1.04;0.52;0.46;0.75;0.34;-0.11;-0.04;7.17;0.25;6.93;-0.01;19.81;12.86;4.06;3.40;-0.50;0.65;1.47;28.45;3.27;40.67;39.07
4300;0.00;-0.06;0.11;0.21;0.39;0.01;0.18;0.58;;1.16;1.02;0.84;;-0.12;0.48;0.64;0.99;0.64;-0.25;0.49;0.41;0.14;-0.13;-0.05;3.17;0.18;3.63;-0.64;13.66;10.47;1.26;1.48;0.46;0.33;0.44;17.27;2.46;24.61;21.28
4364;0.01;-0.04;-0.48;0.20;-0.23;-0.03;-0.07;0.75;;-0.36;0.28;0.19;;0.35;0.51;-0.16;-0.01;0.51;0.24;0.42;-0.09;0.02;-0.08;0.02;8.72;-0.01;9.04;-0.32;6.41;5.07;0.04;2.45;-1.15;0.41;0.21;15.33;1.92;19.40;13.10
4378;0.00;0.10;-0.32;-0.67;-0.82;-0.06;-0.12;0.36;;-0.52;0.88;0.12;;0.38;0.19;-1.48;-0.26;0.29;0.13;-0.02;-0.15;-0.23;-0.06;-0.05;-0.91;0.10;-2.03;1.02;-0.85;3.47;-4.00;-1.23;0.90;-0.19;-1.39;-3.15;0.49;-4.49;-7.10
4610;0.00;0.03;0.07;-0.39;-0.42;-0.08;0.12;0.68;;-0.09;0.47;0.52;;0.73;0.72;0.64;-0.11;0.52;0.66;0.70;0.26;-0.29;0.13;-0.04;3.71;1.61;1.77;0.32;10.73;11.38;-1.79;1.58;-0.43;0.29;-1.67;12.77;2.45;17.60;13.07
4641;-0.02;0.13;0.50;0.08;0.60;-0.05;-0.29;0.62;;0.28;0.40;0.07;;-0.23;0.15;1.18;0.18;0.47;-0.15;0.32;-0.15;-0.19;0.08;-0.11;-0.14;2.57;-3.86;1.15;11.54;9.11;1.38;1.43;-0.39;0.26;-1.47;9.93;1.44;15.40;3.00
5047;-0.01;0.12;0.18;-0.11;0.19;-0.02;0.03;0.26;;0.11;-0.76;0.33;;-0.01;0.19;0.59;0.04;-0.08;0.15;0.27;0.52;0.32;-0.01;0.11;6.87;0.77;4.98;1.12;-1.62;0.71;-0.20;-0.59;-1.54;-0.22;2.18;7.43;0.64;9.61;7.48
5057;0.00;-0.08;0.17;-0.17;0.00;0.08;0.07;0.39;;0.11;0.81;-0.22;;-0.17;0.68;0.95;0.06;0.34;-0.06;0.61;0.61;0.48;-0.07;-0.05;8.53;0.19;9.14;-0.80;2.58;2.09;-0.51;2.59;-1.59;0.41;2.15;13.26;1.33;16.58;16.55
5242;-0.01;0.15;-0.21;0.23;0.06;0.08;0.20;0.46;;0.15;0.54;1.49;;0.75;0.99;0.27;-0.01;0.85;0.57;1.01;-0.15;-0.24;0.10;0.02;10.51;0.06;8.98;1.47;14.91;9.85;0.73;3.34;0.98;0.73;-1.13;24.29;2.87;31.64;30.34
5297;0.00;-0.07;0.28;0.14;0.19;-0.02;0.00;0.77;;0.10;0.23;0.44;;0.37;0.28;2.05;-0.03;0.34;0.26;0.56;-0.12;0.05;0.15;0.16;0.66;0.86;0.54;-0.74;13.49;9.24;1.24;2.19;0.82;0.49;1.06;15.21;1.90;20.57;14.74
5307;0.00;-0.01;0.82;-0.62;0.16;-0.06;0.15;0.64;;1.18;0.00;0.13;;0.02;0.18;1.12;1.15;0.21;0.06;0.42;0.83;-0.26;0.02;-0.04;7.53;0.83;6.86;-0.15;12.42;8.93;-1.46;4.18;0.77;0.89;-1.49;18.47;2.47;25.14;20.09
5411;0.00;-0.02;1.53;0.25;1.68;0.08;0.18;0.69;;0.15;0.56;1.36;;0.14;0.84;0.52;0.10;0.86;0.30;0.82;-0.13;-0.14;0.08;-0.09;10.05;-0.17;10.43;-0.22;16.38;8.62;4.30;4.27;-0.82;0.80;-1.17;25.25;2.77;37.41;30.85
5417;0.00;-0.10;0.38;-0.11;-0.02;-0.06;0.17;0.75;;0.16;0.79;0.46;;0.67;0.62;1.22;0.14;0.38;0.49;0.65;0.15;0.03;0.19;0.53;6.87;0.55;7.25;-0.93;11.53;8.47;0.19;3.76;-0.89;0.69;2.82;21.22;2.42;27.20;23.29
5431;0.09;-0.04;0.46;1.25;1.80;-0.05;0.12;0.64;;0.24;0.64;0.84;;0.27;0.72;0.47;0.23;0.72;0.14;0.80;-0.04;0.53;-0.04;-0.05;6.01;0.72;5.25;0.04;22.59;10.05;7.18;3.60;1.75;0.84;2.40;30.99;2.54;42.96;32.23
5437;-0.01;0.48;0.08;1.27;1.58;0.05;0.47;0.60;;1.13;1.01;0.74;;-0.06;0.74;0.86;1.19;0.66;-0.07;0.71;0.41;-0.28;0.22;-0.08;11.06;0.76;5.60;4.71;21.68;12.66;6.48;3.43;-0.88;0.63;-1.80;30.95;3.09;43.62;41.44
5454;-0.02;0.02;2.00;0.08;2.18;0.04;0.42;0.62;;0.05;0.84;0.97;;1.09;0.67;1.04;-0.09;0.83;0.68;0.66;0.59;0.46;-0.09;-0.12;3.83;1.26;2.48;0.10;22.77;12.29;4.42;4.41;1.65;0.99;1.74;28.34;2.71;41.92;37.93
5682;-0.01;-0.03;0.48;0.25;0.73;0.18;0.06;0.40;;-0.05;0.05;-0.04;;0.22;0.47;0.30;0.12;0.23;0.09;0.39;0.20;0.20;-0.03;0.00;7.11;0.03;7.39;-0.31;6.63;2.44;2.19;1.75;0.25;0.37;0.98;14.72;1.23;20.06;20.38
5739;-0.01;-0.01;0.12;-0.11;-0.13;-0.08;0.10;0.72;;0.39;0.05;0.26;;0.24;0.11;0.80;0.48;0.16;0.13;0.26;-0.30;0.08;0.12;-0.02;1.27;0.56;0.84;-0.13;6.83;8.34;-0.30;-1.48;0.27;-0.28;0.29;8.39;1.75;12.37;8.27
5775;-0.02;0.03;0.76;-0.13;0.62;-0.03;0.24;0.59;;0.25;1.08;0.25;;0.74;0.48;0.95;0.31;0.55;0.44;0.57;-0.07;0.24;0.02;0.01;8.96;0.64;8.06;0.26;13.15;8.28;0.86;5.32;-1.31;0.98;1.28;23.39;2.46;31.47;27.32
5820;0.00;0.00;0.27;0.12;0.37;0.08;0.09;0.72;;-0.15;0.92;0.06;;0.35;0.21;0.44;0.19;0.41;0.08;0.41;0.43;0.05;0.01;-0.04;7.93;0.89;7.07;-0.03;11.10;5.50;1.12;5.41;-0.93;1.02;0.06;19.08;1.81;24.77;22.92
6133;-0.01;0.00;0.63;-0.24;0.07;-0.01;0.09;0.77;;0.10;0.39;0.37;;-0.12;0.55;-0.03;0.05;0.24;-0.09;0.79;0.17;-0.24;0.32;0.18;4.94;1.56;3.44;-0.06;8.46;7.14;0.07;2.59;-1.34;0.43;-0.30;13.09;1.77;17.73;14.71
6171;0.09;0.04;-0.09;1.55;1.60;0.05;0.08;0.68;;0.13;0.50;0.46;;0.22;0.62;2.01;0.09;0.89;0.24;0.64;0.81;0.45;-0.01;0.08;10.61;0.26;9.46;0.89;17.72;7.95;7.55;3.41;-1.19;0.60;2.64;30.97;2.54;42.32;33.79
6235;0.00;0.03;0.03;0.15;0.07;-0.01;0.04;0.66;;0.22;0.80;-0.40;;0.36;-0.05;-0.03;0.27;0.17;0.30;0.18;-0.15;0.98;0.13;-0.02;5.49;0.31;4.92;0.26;8.51;5.39;0.81;3.05;-0.74;0.56;4.80;18.80;1.57;22.96;19.15
