LosAngeles;CALB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
4;0.00;-0.03;0.06;0.09;-0.04;0.00;0.27;0.51;0.52;-0.17;2.57;-0.04;-0.51;0.05;0.78;;1.05;0.47;0.13;0.82;0.68;0.58;0.16;0.06;6.94;0.50;6.69;-0.26;17.78;11.55;0.55;2.73;2.95;0.74;3.19;27.91;2.98;35.24;33.34
207;0.00;-0.04;-0.61;1.12;0.39;-0.01;0.07;0.41;-1.20;0.33;0.67;1.01;-2.93;0.42;0.49;;-0.22;0.80;0.41;0.56;0.62;0.11;0.08;-0.20;-3.18;0.89;-3.69;-0.39;25.48;11.67;4.37;0.88;8.55;0.75;-0.45;21.84;1.97;27.99;23.01
294;0.00;0.02;0.47;2.14;2.76;0.11;0.55;0.88;-0.37;0.01;2.23;0.74;-3.26;0.46;0.87;;0.55;0.86;0.55;0.78;0.11;0.33;-0.14;0.01;5.90;0.11;5.63;0.17;33.38;15.25;11.62;2.40;4.10;0.75;1.71;40.98;3.61;58.63;54.73
330;0.00;0.31;-0.36;4.89;4.48;-0.04;0.38;0.80;0.18;1.59;-0.67;1.00;-1.05;0.75;0.79;;0.95;0.82;0.19;0.79;0.82;0.20;0.36;0.00;7.78;0.58;4.08;3.12;47.24;15.62;23.73;4.24;3.64;1.09;1.02;56.04;3.53;78.86;62.61
399;0.00;0.02;2.57;0.23;2.84;-0.06;0.38;0.67;1.32;1.36;0.30;0.50;4.56;1.26;0.22;;1.52;0.57;0.86;0.42;-0.16;0.10;-0.02;0.13;5.73;1.44;4.10;0.20;32.94;18.19;6.29;3.01;5.44;0.97;1.12;39.79;4.05;58.78;45.95
589;0.00;0.12;-0.46;0.08;-0.33;-0.03;0.36;0.57;0.02;-0.81;-1.34;1.21;-1.54;-0.31;0.75;;0.59;0.69;0.22;0.70;0.13;-0.38;0.07;-0.04;9.67;0.46;8.06;1.15;12.16;9.80;-0.49;2.60;0.26;0.54;-2.10;19.73;2.77;25.62;26.25
597;0.00;0.17;-0.49;0.54;0.22;-0.01;0.09;0.71;2.27;-0.33;0.73;0.52;-1.36;0.25;0.73;;-0.21;0.67;0.21;0.76;0.42;0.26;0.00;-0.02;2.45;-0.04;0.78;1.72;16.03;10.32;1.71;1.91;2.08;0.52;1.18;19.66;2.14;25.70;21.24
599;0.00;0.06;0.22;0.58;0.91;0.09;0.06;0.77;0.35;1.24;0.38;0.85;-1.04;0.03;0.59;;0.38;0.80;0.18;0.56;0.44;0.14;-0.04;-0.03;2.52;1.05;0.85;0.63;21.05;13.00;3.35;2.77;1.92;0.68;0.57;24.14;2.69;33.70;27.68
606;0.00;-0.02;-0.43;-0.29;-0.65;-0.01;0.43;0.82;0.82;0.38;1.38;0.82;3.50;-0.01;0.78;;0.45;0.74;0.23;0.69;0.11;0.49;-0.09;0.14;2.40;-0.35;2.91;-0.17;12.26;13.19;-2.31;2.31;-0.93;0.40;3.11;17.77;2.93;23.06;25.98
687;0.00;0.00;-0.14;0.17;0.01;-0.01;0.39;0.77;0.63;0.48;0.83;0.75;-1.09;0.16;0.72;;1.01;0.48;0.49;0.56;-0.04;-0.47;0.02;-0.02;4.99;1.61;3.34;0.03;20.36;14.88;0.56;5.56;-0.64;1.07;-2.46;22.88;3.31;31.20;30.40
