LasVegas;NVLV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
team;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR1;eOPR2
1772;-0.01;-0.10;0.96;-0.13;0.79;-0.05;0.42;0.74;;0.27;0.42;0.86;;0.50;0.57;0.67;0.21;0.82;0.65;0.46;0.57;0.04;-0.07;-0.09;6.42;0.56;6.88;-1.01;13.66;10.94;1.26;2.63;-1.17;0.45;-0.28;19.79;2.88;29.45;26.87
2144;0.00;0.04;0.68;2.84;3.50;0.27;0.42;0.69;;0.11;1.20;0.88;;0.16;0.84;0.67;0.18;0.86;0.11;0.77;-0.08;-0.45;0.06;0.01;9.50;0.26;8.82;0.41;28.28;8.67;15.56;3.79;0.26;0.78;-2.19;35.57;2.62;53.05;50.72
2429;0.01;-0.09;-0.06;-0.05;-0.12;-0.07;0.04;0.60;;0.54;0.35;0.17;;0.15;0.47;0.67;0.47;0.20;0.39;0.62;0.16;-0.30;-0.07;0.12;4.84;0.37;5.32;-0.85;7.02;8.74;-0.38;-1.24;-0.10;-0.26;-0.92;10.89;2.28;16.22;9.78
2486;0.02;-0.04;0.40;2.92;3.24;0.07;0.31;0.73;;0.95;0.35;0.90;;-0.46;0.67;0.67;0.85;0.78;-0.35;0.62;0.15;0.25;0.06;-0.15;10.15;0.35;10.15;-0.35;24.15;8.08;15.42;2.00;-1.36;0.31;0.48;34.79;2.63;51.50;42.55
2543;0.00;0.08;0.92;1.62;2.50;0.19;0.24;0.65;;1.20;0.66;0.16;;0.11;0.41;0.67;1.08;0.36;0.31;0.46;0.25;0.22;0.11;0.02;9.23;0.56;7.90;0.77;26.02;10.35;9.94;5.53;0.20;1.12;1.19;36.47;2.86;51.45;46.03
2839;0.08;0.06;-0.16;-0.39;-0.44;-0.02;-0.01;0.51;;0.30;0.13;0.66;;0.88;0.58;0.67;0.41;0.29;0.79;0.58;0.11;0.15;0.02;0.02;1.98;1.25;-0.29;1.01;12.51;13.03;-2.30;2.06;-0.28;0.39;0.82;15.34;2.58;20.42;14.62
2972;0.01;0.06;0.33;0.18;0.58;-0.05;0.39;0.57;;1.05;0.82;0.47;;0.28;0.52;0.67;0.74;0.60;0.51;0.56;-0.03;0.02;0.00;0.12;9.66;0.40;8.59;0.67;17.45;10.63;1.54;3.87;1.41;0.87;0.69;27.71;2.98;36.98;34.25
2984;-0.03;0.05;1.72;0.78;2.14;0.13;0.20;0.74;;0.42;0.98;0.84;;0.33;0.59;0.67;0.18;0.80;0.38;0.60;-0.21;-0.15;0.37;-0.05;11.18;-0.24;11.10;0.32;19.55;7.92;7.32;3.18;1.13;0.71;-0.96;29.76;2.69;43.18;36.87
3009;0.01;0.08;2.44;-0.31;2.32;0.26;0.29;0.54;;0.82;1.07;0.67;;0.39;0.06;0.67;0.96;0.79;0.45;0.35;0.13;-0.28;-0.10;0.09;7.65;0.96;5.81;0.88;28.51;12.54;3.32;1.17;11.47;1.00;-0.96;35.19;3.09;50.16;47.49
3011;-0.02;0.53;-0.70;0.93;0.75;0.02;0.56;0.67;;0.71;0.96;0.45;;0.53;0.89;0.67;0.72;0.74;0.60;0.79;0.22;-0.17;-0.02;-0.03;13.67;0.02;8.49;5.16;21.73;13.31;3.25;6.35;-1.18;1.19;-0.98;34.39;3.51;45.52;46.18
3128;-0.03;-0.08;4.18;0.19;4.27;0.10;0.46;0.76;;1.03;0.66;0.68;;-0.49;0.70;0.67;1.01;0.84;-0.46;0.64;0.21;0.08;-0.02;0.28;6.25;0.31;6.95;-1.01;22.15;10.38;9.31;2.08;0.38;0.44;1.76;30.20;2.77;50.47;41.77
3200;-0.02;-0.04;0.62;0.63;1.32;0.24;0.49;0.66;;0.84;0.28;0.66;;1.34;0.91;0.67;0.69;0.55;0.79;0.79;-0.01;0.47;-0.13;-0.03;8.05;0.36;8.17;-0.48;23.34;13.34;4.38;6.79;-1.17;1.28;2.20;33.59;3.48;46.42;49.34
3255;-0.03;-0.04;0.37;3.98;4.29;0.37;0.43;0.77;;0.98;1.16;0.43;;-0.01;0.83;0.67;0.97;0.48;0.11;0.75;0.15;0.33;-0.01;0.41;6.62;0.82;6.33;-0.53;39.13;12.21;20.63;5.34;0.95;1.13;3.66;49.37;3.08;70.47;67.14
3491;-0.04;0.06;1.64;-0.03;1.72;-0.02;0.17;0.76;;0.13;0.10;0.35;;0.82;0.69;0.67;0.22;0.38;0.78;0.68;0.22;-0.01;-0.09;-0.03;11.86;0.26;11.21;0.39;19.31;8.47;3.12;5.53;2.19;1.25;-0.17;30.89;2.81;43.31;33.88
3495;0.00;1.01;-0.67;3.99;4.21;0.06;0.22;0.63;;0.56;0.28;0.75;;-0.29;0.81;0.67;0.31;0.62;0.07;0.75;-0.06;-0.22;0.11;-0.02;10.42;-0.18;0.53;10.07;32.97;11.65;18.59;4.04;-1.31;0.72;-1.19;42.12;2.38;61.24;48.01
3577;-0.01;-0.03;0.78;-0.69;0.16;-0.14;0.23;0.45;;0.37;1.18;0.72;;0.48;0.29;0.67;0.39;0.54;0.44;0.44;-0.15;0.06;-0.12;-0.02;3.23;0.34;3.24;-0.35;9.68;9.74;-1.92;1.98;-0.12;0.39;0.18;13.15;2.27;19.33;14.18
3794;0.06;-0.04;0.16;-0.08;0.12;-0.01;0.22;0.54;;0.67;1.20;0.67;;0.15;0.47;0.67;0.58;0.67;0.38;0.47;0.24;0.35;-0.02;-0.11;8.08;-0.12;8.25;-0.06;14.11;9.07;-0.09;3.13;2.01;0.76;1.20;23.35;2.64;30.33;27.32
3965;0.06;-0.07;0.30;0.28;0.55;0.05;0.33;0.61;;0.85;0.55;0.89;;1.03;0.83;0.67;0.90;0.85;0.96;0.77;-0.03;0.01;0.03;0.12;9.48;0.13;9.73;-0.38;22.48;15.56;2.01;4.61;0.30;0.94;0.66;32.57;4.08;44.50;40.55
4141;-0.03;-0.10;0.80;0.34;1.04;0.08;0.18;0.77;;-0.05;-0.50;0.68;;0.57;0.48;0.67;-0.22;0.57;0.70;0.58;-0.26;-0.24;-0.02;-0.02;4.08;0.19;5.00;-1.10;13.70;9.57;3.32;0.90;-0.09;0.17;-1.34;16.40;2.41;25.69;21.96
4276;-0.01;0.18;3.84;0.16;3.90;0.21;0.48;0.75;;0.97;0.55;0.72;;0.06;0.75;0.67;0.96;0.83;-0.15;0.75;0.09;0.25;0.28;0.12;11.96;0.07;10.09;1.79;24.60;10.64;8.47;5.35;0.14;1.08;1.82;38.30;3.14;58.32;53.21
4415;-0.03;0.14;1.45;0.15;1.72;0.18;0.40;0.62;;0.61;0.16;0.73;;0.71;0.74;0.67;0.59;0.72;0.89;0.66;0.07;0.44;0.00;-0.07;7.28;0.36;5.69;1.23;21.86;14.52;3.68;4.48;-0.81;0.84;1.84;30.99;3.47;45.05;43.35
4603;-0.01;0.02;0.82;-0.84;-0.04;-0.13;0.32;0.73;;-0.20;0.61;0.74;;1.14;0.73;0.67;-0.18;0.72;0.89;0.69;0.29;0.31;0.02;-0.07;6.24;1.35;4.79;0.09;13.28;11.84;-2.57;2.88;1.14;0.65;1.18;20.66;2.85;27.66;23.88
4792;-0.03;-0.04;-0.59;0.27;-0.39;-0.16;-0.03;0.66;;0.02;-0.81;0.35;;-0.18;0.14;0.67;0.09;0.04;-0.07;0.36;0.13;0.31;-0.01;0.00;-0.18;-0.16;0.55;-0.57;5.81;5.12;0.16;1.43;-0.90;0.23;1.56;7.16;1.08;8.64;2.61
4800;0.00;0.08;0.28;-0.21;0.13;-0.11;0.17;0.66;;-0.18;0.72;0.86;;0.23;0.79;0.67;-0.13;0.70;0.20;0.70;0.15;0.83;0.02;0.02;1.61;1.75;-0.93;0.79;13.89;11.08;-0.46;3.85;-0.57;0.73;4.27;20.26;2.12;25.98;21.02
4984;0.01;0.10;1.81;-0.51;1.48;-0.03;-0.07;0.62;;0.18;0.28;0.65;;-0.06;0.87;0.67;0.11;0.68;0.05;0.83;-0.22;0.52;-0.07;0.22;13.85;-0.21;13.05;1.01;9.24;4.95;1.06;3.80;-0.57;0.72;3.71;26.85;2.29;37.21;24.79
5012;-0.04;-0.03;2.13;0.11;1.99;0.10;0.61;0.72;;1.03;0.94;0.74;;0.62;0.68;0.67;1.12;0.75;0.08;0.76;-0.02;0.29;0.18;0.24;10.18;-0.36;11.03;-0.49;23.05;11.63;4.80;4.11;2.51;0.99;2.66;35.82;3.43;50.61;50.51
5049;0.01;-0.01;2.20;0.74;2.83;0.11;-0.10;0.69;;0.11;0.50;0.74;;-0.28;0.55;0.67;0.11;0.77;-0.34;0.61;0.53;-0.02;0.11;0.05;9.33;0.11;9.27;-0.04;13.69;4.52;8.10;3.26;-2.19;0.51;0.19;23.16;1.83;36.57;23.91
5199;0.01;-0.08;2.50;0.16;2.46;0.07;0.31;0.63;;0.20;0.77;0.75;;0.20;0.86;0.67;0.29;0.77;-0.08;0.79;0.30;0.25;0.13;-0.11;7.85;-0.07;8.70;-0.78;25.36;7.64;5.82;0.43;11.47;0.85;0.69;33.90;2.40;47.59;41.91
5429;0.01;0.09;2.21;0.37;2.45;0.02;0.45;0.61;;0.66;0.22;0.69;;1.49;0.66;0.67;0.81;0.68;0.90;0.69;0.09;0.55;0.23;-0.10;8.81;0.35;7.52;0.94;25.73;14.75;6.26;3.28;1.45;0.75;2.26;36.79;3.70;53.70;46.31
5449;0.00;-0.05;0.08;0.76;0.76;-0.11;0.28;0.54;;0.70;1.05;0.55;;0.69;0.65;0.67;0.75;0.60;0.29;0.74;-0.17;0.01;0.01;0.21;10.85;0.01;11.38;-0.53;17.74;8.90;3.94;3.80;1.10;0.83;1.08;29.66;2.92;39.34;32.49
5480;0.00;-0.01;-0.68;0.26;-0.54;0.00;0.08;0.62;;0.02;0.54;0.75;;0.44;0.16;0.67;0.08;0.72;0.45;0.27;0.73;-0.18;0.12;-0.06;5.12;0.19;5.02;-0.09;11.77;8.23;-0.06;1.59;2.01;0.45;-1.17;15.66;2.15;19.33;17.36
5516;0.07;0.04;0.25;-0.19;0.06;-0.02;0.09;0.66;;0.01;-0.38;0.79;;0.38;0.33;0.67;0.01;0.63;0.37;0.32;1.05;-0.03;0.12;0.21;2.10;0.22;1.13;0.74;7.46;9.36;-0.43;0.06;-1.52;-0.09;0.91;10.40;1.98;15.53;11.78
5800;-0.05;0.11;-0.20;0.78;0.47;-0.04;0.33;0.77;;0.10;0.39;0.49;;0.44;0.78;0.67;-0.01;0.53;0.87;0.78;0.41;0.41;0.19;-0.02;0.96;0.40;-0.32;0.89;21.99;14.93;3.53;4.35;-0.81;0.82;1.93;25.34;2.95;34.19;30.86
5824;-0.02;-0.06;0.91;-0.09;0.77;-0.08;0.00;0.61;;0.39;0.85;0.33;;0.11;0.40;0.67;0.35;0.51;0.16;0.42;0.18;0.30;-0.02;-0.03;3.63;1.25;3.06;-0.68;13.99;8.72;1.38;3.07;0.82;0.67;1.36;18.98;2.05;26.50;16.96
5831;-0.01;-0.06;-0.43;-0.34;-0.74;-0.14;0.05;0.70;;0.08;0.32;0.27;;0.59;0.06;0.67;0.30;0.23;0.24;0.32;0.24;0.28;-0.11;-0.05;3.43;0.74;3.40;-0.72;7.18;7.23;-2.57;2.09;0.43;0.45;1.15;11.79;1.79;13.94;9.39
5851;0.07;-0.10;-0.36;3.53;2.91;0.10;0.18;0.52;;-0.03;0.73;0.81;;0.40;0.82;0.67;0.00;0.76;0.06;0.71;0.22;-0.12;0.23;-0.04;10.62;-0.26;11.56;-0.68;27.40;4.49;16.95;3.63;2.33;0.88;-0.80;37.12;2.05;51.36;43.29
5869;0.00;0.06;1.76;0.35;2.12;0.04;0.29;0.73;;0.49;0.91;0.30;;0.64;0.23;0.67;0.56;0.34;0.40;0.46;0.12;0.31;0.05;-0.03;7.68;0.79;6.34;0.55;17.92;9.28;5.28;1.43;1.92;0.41;1.36;26.94;2.49;39.80;33.64
5875;0.02;-0.02;0.04;-0.12;-0.11;-0.10;0.11;0.72;;0.14;0.30;0.62;;1.08;0.59;0.67;0.11;0.55;0.76;0.56;-0.22;0.02;0.03;-0.02;0.45;0.36;0.24;-0.15;16.30;13.41;-0.50;4.46;-1.07;0.82;0.01;16.70;2.71;23.13;16.43
6154;0.28;-0.05;1.46;-0.05;1.63;0.03;0.03;0.61;;-0.29;1.72;0.62;;0.30;0.44;0.67;-0.09;0.68;0.22;0.55;0.10;0.34;0.01;0.10;8.20;0.21;7.06;0.93;10.40;6.29;2.67;2.34;-0.89;0.41;2.19;20.80;1.96;30.82;22.19
